picrust2_id	sequence_index	sample_id
e8422_F21PRr2	8422	F21PRr2
e8423_F12Dr2	8423	F12Dr2
e8424_F13Dr1	8424	F13Dr1
e8425_F13PRr3	8425	F13PRr3
e8426_F14PRr2	8426	F14PRr2
e8427_F15PRr1	8427	F15PRr1
e8428_F16Sr3	8428	F16Sr3
e8429_F17Sr2	8429	F17Sr2
e8430_F18Sr1	8430	F18Sr1
e8431_F19Dr3	8431	F19Dr3
e8432_F20Dr2	8432	F20Dr2
e8433_F21Dr1	8433	F21Dr1
e8434_F21PRr3	8434	F21PRr3
e8435_F13Dr2	8435	F13Dr2
e8436_F14Dr1	8436	F14Dr1
e8437_F14PRr3	8437	F14PRr3
e8438_F15PRr2	8438	F15PRr2
e8439_F16PRr1	8439	F16PRr1
e8440_F17Sr3	8440	F17Sr3
e8441_F18Sr2	8441	F18Sr2
e8442_F19Sr1	8442	F19Sr1
e8443_F20Dr3	8443	F20Dr3
e8444_F21Dr2	8444	F21Dr2
e8445_F22Dr1	8445	F22Dr1
e8446_F13Dr3	8446	F13Dr3
e8447_F14Dr2	8447	F14Dr2
e8448_F15Dr1	8448	F15Dr1
e8449_F15PRr3	8449	F15PRr3
e8450_F16PRr2	8450	F16PRr2
e8451_F17PRr1	8451	F17PRr1
e8452_F18Sr3	8452	F18Sr3
e8453_F19Sr2	8453	F19Sr2
e8454_F21Dr3	8454	F21Dr3
e8455_F22Dr2	8455	F22Dr2
e8456_F12Sr2	8456	F12Sr2
e8457_F13Sr1	8457	F13Sr1
e8458_F14Dr3	8458	F14Dr3
e8459_F15Dr2	8459	F15Dr2
e8460_F16Dr1	8460	F16Dr1
e8461_F16PRr3	8461	F16PRr3
e8462_F17PRr2	8462	F17PRr2
e8463_F18PRr1	8463	F18PRr1
e8464_F19Sr3	8464	F19Sr3
e8465_F20Sr2	8465	F20Sr2
e8466_F21Sr1	8466	F21Sr1
e8467_F22Dr3	8467	F22Dr3
e8468_F22Sr1	8468	F22Sr1
e8469_F23Dr3	8469	F23Dr3
e8470_F24Dr2	8470	F24Dr2
e8471_F25Dr1	8471	F25Dr1
e8472_F25PRr3	8472	F25PRr3
e8473_F26PRr2	8473	F26PRr2
e8474_F27PRr1	8474	F27PRr1
e8475_F28Sr3	8475	F28Sr3
e8476_F29Sr2	8476	F29Sr2
e8477_F30Sr1	8477	F30Sr1
e8478_F32Dr2	8478	F32Dr2
e8479_F22Sr2	8479	F22Sr2
e8480_F23Sr1	8480	F23Sr1
e8481_F25Dr2	8481	F25Dr2
e8482_F26Dr1	8482	F26Dr1
e8483_F26PRr3	8483	F26PRr3
e8484_F27PRr2	8484	F27PRr2
e8485_F28PRr1	8485	F28PRr1
e8486_F29Sr3	8486	F29Sr3
e8487_F30Sr2	8487	F30Sr2
e8488_F32Dr3	8488	F32Dr3
e8489_F22Sr3	8489	F22Sr3
e8490_F23Sr2	8490	F23Sr2
e8491_F24Sr1	8491	F24Sr1
e8492_F25Dr3	8492	F25Dr3
e8493_F27Dr1	8493	F27Dr1
e8494_F27PRr3	8494	F27PRr3
e8495_F28PRr2	8495	F28PRr2
e8496_F29PRr1	8496	F29PRr1
e8497_F30Sr3	8497	F30Sr3
e8498_F31Sr2	8498	F31Sr2
e8499_F32Sr1	8499	F32Sr1
e8500_F22PRr1	8500	F22PRr1
e8501_F23Sr3	8501	F23Sr3
e8502_F24Sr2	8502	F24Sr2
e8503_F25Sr1	8503	F25Sr1
e8504_F26Dr3	8504	F26Dr3
e8505_F27Dr2	8505	F27Dr2
e8506_F28Dr1	8506	F28Dr1
e8507_F28PRr3	8507	F28PRr3
e8508_F29PRr2	8508	F29PRr2
e8509_F30PRr1	8509	F30PRr1
e8510_F31Sr3	8510	F31Sr3
e8511_F32Sr2	8511	F32Sr2
e8512_F22PRr2	8512	F22PRr2
e8513_F23PRr1	8513	F23PRr1
e8514_F24Sr3	8514	F24Sr3
e8515_F25Sr2	8515	F25Sr2
e8516_F26Sr1	8516	F26Sr1
e8518_F28Dr2	8518	F28Dr2
e8519_F29Dr1	8519	F29Dr1
e8520_F29PRr3	8520	F29PRr3
e8521_F30PRr2	8521	F30PRr2
e8522_F31PRr1	8522	F31PRr1
e8523_F32Sr3	8523	F32Sr3
e8524_F22PRr3	8524	F22PRr3
e8525_F23PRr2	8525	F23PRr2
e8526_F24PRr1	8526	F24PRr1
e8527_F25Sr3	8527	F25Sr3
e8528_F27Sr1	8528	F27Sr1
e8529_F28Dr3	8529	F28Dr3
e8530_F29Dr2	8530	F29Dr2
e8531_F30Dr1	8531	F30Dr1
e8532_F30PRr3	8532	F30PRr3
e8533_F31PRr2	8533	F31PRr2
e8534_F32PRr1	8534	F32PRr1
e8535_F23Dr1	8535	F23Dr1
e8536_F23PRr3	8536	F23PRr3
e8537_F24PRr2	8537	F24PRr2
e8538_F25PRr1	8538	F25PRr1
e8539_F26Sr3	8539	F26Sr3
e8540_F27Sr2	8540	F27Sr2
e8541_F28Sr1	8541	F28Sr1
e8542_F29Dr3	8542	F29Dr3
e8543_F30Dr2	8543	F30Dr2
e8544_F31Dr1	8544	F31Dr1
e8545_F31PRr3	8545	F31PRr3
e8546_F32PRr2	8546	F32PRr2
e8547_F23Dr2	8547	F23Dr2
e8548_F24Dr1	8548	F24Dr1
e8549_F24PRr3	8549	F24PRr3
e8550_F25PRr2	8550	F25PRr2
e8551_F26PRr1	8551	F26PRr1
e8552_F27Sr3	8552	F27Sr3
e8553_F28Sr2	8553	F28Sr2
e8554_F29Sr1	8554	F29Sr1
e8555_F30Dr3	8555	F30Dr3
e8556_F31Dr2	8556	F31Dr2
e8557_F32Dr1	8557	F32Dr1
e8558_F32PRr3	8558	F32PRr3
e8559_F33Dr1	8559	F33Dr1
e8560_F33PRr3	8560	F33PRr3
e8561_F34PRr2	8561	F34PRr2
e8562_F35PRr1	8562	F35PRr1
e8563_F37Sr2	8563	F37Sr2
e8564_F38Sr1	8564	F38Sr1
e8565_F39Dr3	8565	F39Dr3
e8566_F40Dr2	8566	F40Dr2
e8567_F42PRr2	8567	F42PRr2
e8568_F33Dr2	8568	F33Dr2
e8569_F34Dr1	8569	F34Dr1
e8570_F34PRr3	8570	F34PRr3
e8571_F35PRr2	8571	F35PRr2
e8572_F36PRr1	8572	F36PRr1
e8573_F37Sr3	8573	F37Sr3
e8574_F38Sr2	8574	F38Sr2
e8575_F39Sr1	8575	F39Sr1
e8576_F40Dr3	8576	F40Dr3
e8577_F42Dr1	8577	F42Dr1
e8578_F42PRr3	8578	F42PRr3
e8579_F33Dr3	8579	F33Dr3
e8580_F34Dr2	8580	F34Dr2
e8581_F35Dr1	8581	F35Dr1
e8582_F35PRr3	8582	F35PRr3
e8583_F36PRr2	8583	F36PRr2
e8584_F37PRr1	8584	F37PRr1
e8585_F38Sr3	8585	F38Sr3
e8586_F39Sr2	8586	F39Sr2
e8587_F40Sr1	8587	F40Sr1
e8588_F41Dr3	8588	F41Dr3
e8589_F42Dr2	8589	F42Dr2
e8590_F43Dr1	8590	F43Dr1
e8591_F33Sr1	8591	F33Sr1
e8592_F34Dr3	8592	F34Dr3
e8593_F35Dr2	8593	F35Dr2
e8594_F36Dr1	8594	F36Dr1
e8595_F36PRr3	8595	F36PRr3
e8596_F37PRr2	8596	F37PRr2
e8597_F38PRr1	8597	F38PRr1
e8598_F39Sr3	8598	F39Sr3
e8599_F40Sr2	8599	F40Sr2
e8600_F42Dr3	8600	F42Dr3
e8601_F43Dr2	8601	F43Dr2
e8602_F33Sr2	8602	F33Sr2
e8603_F34Sr1	8603	F34Sr1
e8604_F35Dr3	8604	F35Dr3
e8605_F36Dr2	8605	F36Dr2
e8606_F37Dr1	8606	F37Dr1
e8607_F37PRr3	8607	F37PRr3
e8608_F38PRr2	8608	F38PRr2
e8609_F39PRr1	8609	F39PRr1
e8610_F40Sr3	8610	F40Sr3
e8611_F42Sr1	8611	F42Sr1
e8612_F43Dr3	8612	F43Dr3
e8613_F33Sr3	8613	F33Sr3
e8614_F34Sr2	8614	F34Sr2
e8615_F35Sr1	8615	F35Sr1
e8616_F36Dr3	8616	F36Dr3
e8617_F37Dr2	8617	F37Dr2
e8618_F38PRr3	8618	F38PRr3
e8619_F40PRr1	8619	F40PRr1
e8620_F42Sr2	8620	F42Sr2
e8621_F43Sr1	8621	F43Sr1
e8622_F34Sr3	8622	F34Sr3
e8623_F35Sr2	8623	F35Sr2
e8624_F36Sr1	8624	F36Sr1
e8625_F37Dr3	8625	F37Dr3
e8626_F38Dr2	8626	F38Dr2
e8627_F39PRr3	8627	F39PRr3
e8628_F40PRr2	8628	F40PRr2
e8629_F41PRr1	8629	F41PRr1
e8630_F42Sr3	8630	F42Sr3
e8632_F33PRr2	8632	F33PRr2
e8633_F34PRr1	8633	F34PRr1
e8634_F35Sr3	8634	F35Sr3
e8635_F36Sr2	8635	F36Sr2
e8636_F37Sr1	8636	F37Sr1
e8637_F38Dr3	8637	F38Dr3
e8638_F39Dr2	8638	F39Dr2
e8639_F40Dr1	8639	F40Dr1
e8640_F40PRr3	8640	F40PRr3
e8641_F41PRr2	8641	F41PRr2
e8642_F42PRr1	8642	F42PRr1
e8643_F43Sr3	8643	F43Sr3
e8644_F56Sr2	8644	F56Sr2
e8645_F57PRr1	8645	F57PRr1
e8646_F58Sr3	8646	F58Sr3
e8647_F59Sr2	8647	F59Sr2
e8648_F60Sr1	8648	F60Sr1
e8650_F54PRr2	8650	F54PRr2
e8651_F56Sr3	8651	F56Sr3
e8652_F57PRr2	8652	F57PRr2
e8653_F58PRr1	8653	F58PRr1
e8654_F59Sr3	8654	F59Sr3
e8655_F60Sr2	8655	F60Sr2
e8656_F57Dr1	8656	F57Dr1
e8657_F57PRr3	8657	F57PRr3
e8658_F58PRr2	8658	F58PRr2
e8659_F59PRr1	8659	F59PRr1
e8660_F60Sr3	8660	F60Sr3
e8662_F58Dr1	8662	F58Dr1
e8663_F58PRr3	8663	F58PRr3
e8664_F60PRr1	8664	F60PRr1
e8666_F60PRr2	8666	F60PRr2
e8668_F59Dr2	8668	F59Dr2
e8669_F60PRr3	8669	F60PRr3
e8670_F55Sr1	8670	F55Sr1
e8671_F58Sr1	8671	F58Sr1
e8673_F57Sr3	8673	F57Sr3
e8674_F58Sr2	8674	F58Sr2
e8675_F59Sr1	8675	F59Sr1
e8677_F43PRr1	8677	F43PRr1
e8678_F44Sr3	8678	F44Sr3
e8679_F45Sr2	8679	F45Sr2
e8680_F47Dr3	8680	F47Dr3
e8681_F48Dr2	8681	F48Dr2
e8682_F49Dr1	8682	F49Dr1
e8683_F49PRr3	8683	F49PRr3
e8684_F50PRr2	8684	F50PRr2
e8685_F51PRr1	8685	F51PRr1
e8686_F52Sr3	8686	F52Sr3
e8687_F43PRr2	8687	F43PRr2
e8688_F44PRr1	8688	F44PRr1
e8689_F45Sr3	8689	F45Sr3
e8690_F46Sr2	8690	F46Sr2
e8691_F48Dr3	8691	F48Dr3
e8692_F49Dr2	8692	F49Dr2
e8693_F50Dr1	8693	F50Dr1
e8694_F50PRr3	8694	F50PRr3
e8695_F51PRr2	8695	F51PRr2
e8696_F53Dr1	8696	F53Dr1
e8697_F43PRr3	8697	F43PRr3
e8698_F44PRr2	8698	F44PRr2
e8699_F45PRr1	8699	F45PRr1
e8700_F48Sr1	8700	F48Sr1
e8701_F49Dr3	8701	F49Dr3
e8702_F50Dr2	8702	F50Dr2
e8703_F51PRr3	8703	F51PRr3
e8704_F53Dr2	8704	F53Dr2
e8705_F44Dr1	8705	F44Dr1
e8706_F44PRr3	8706	F44PRr3
e8707_F45PRr2	8707	F45PRr2
e8708_F47Sr3	8708	F47Sr3
e8709_F48Sr2	8709	F48Sr2
e8710_F49Sr1	8710	F49Sr1
e8711_F50Dr3	8711	F50Dr3
e8712_F53Dr3	8712	F53Dr3
e8713_F44Dr2	8713	F44Dr2
e8714_F45Dr1	8714	F45Dr1
e8715_F45PRr3	8715	F45PRr3
e8716_F47PRr1	8716	F47PRr1
e8717_F48Sr3	8717	F48Sr3
e8718_F49Sr2	8718	F49Sr2
e8719_F50Sr1	8719	F50Sr1
e8720_F51Dr3	8720	F51Dr3
e8721_F44Dr3	8721	F44Dr3
e8722_F45Dr2	8722	F45Dr2
e8723_F46Dr1	8723	F46Dr1
e8724_F47PRr2	8724	F47PRr2
e8725_F48PRr1	8725	F48PRr1
e8726_F49Sr3	8726	F49Sr3
e8729_F44Sr1	8729	F44Sr1
e8730_F45Dr3	8730	F45Dr3
e8731_F47Dr1	8731	F47Dr1
e8732_F47PRr3	8732	F47PRr3
e8733_F48PRr2	8733	F48PRr2
e8734_F49PRr1	8734	F49PRr1
e8735_F50Sr3	8735	F50Sr3
e8736_F52Sr1	8736	F52Sr1
e8737_F53Sr3	8737	F53Sr3
e8738_F44Sr2	8738	F44Sr2
e8739_F45Sr1	8739	F45Sr1
e8740_F48Dr1	8740	F48Dr1
e8741_F48PRr3	8741	F48PRr3
e8742_F49PRr2	8742	F49PRr2
e8743_F50PRr1	8743	F50PRr1
e8744_F51Sr3	8744	F51Sr3
e8745_F52Sr2	8745	F52Sr2
e8746_F53PRr1	8746	F53PRr1
