site	Domibacillus	Massilia	Bacillus	Microvirga	Flavisolibacter	Herpetosiphon	Noviherbaspirillum	Streptomyces	Paenibacillus	Nocardioides	Rubrobacter	Ammoniphilus	Lysinibacillus	Deinococcus	Rubellimicrobium	Geodermatophilus	Ramlibacter	Ectobacillus	Acidiferrimicrobium	Neobacillus	Planococcus	Nibribacter	Bradyrhizobium	Adhaeribacter	Metabacillus	Solirubrobacter	Ellin6055	Halomonas	Symbiobacterium	Arthrobacter	Sphingoaurantiacus	Blastococcus	Nitrolancea	Pontibacter	Tumebacillus	Roseomonas	CSP1-2	Chthoniobacter	Pseudomonas	Aeromonas	Pseudonocardia	Lysobacter	Cytophaga	Saccharopolyspora	Archangium	Actinomadura	Cellulomonas	Pirellula	Segetibacter	Halalkalibacter	Chelativorans	Oxalophagus	Steroidobacter	Devosia	Gemmatimonas	Gaiella	Phenylobacterium	Cnuella	Aquibacillus	Prauserella	Roseisolibacter	Vallicoccus	Verrucosispora	Azospirillum	Sphingomonas	Telluribacter	Mycobacterium	Acidibacter	Brucella	Pir4 lineage	MND1	Croceibacterium	Marmoricola	Daejeonella	Bryobacter	Pedomicrobium	Opitutus	Escherichia-Shigella	Sediminibacillus	DSSF69	Terribacillus	Peredibacter	Subgroup 10	Limnobacter	Nitrospira	Truepera	Kallotenue	Litchfieldia	Novosphingobium	Sporocytophaga	OM27 clade	Arenimicrobium	Kocuria	Parviterribacter	Arcticibacter	Roseicella	Nitrosomonas	Actinophytocola	Mesobacillus	Dongia	Lautropia	Saccharibacillus	Brevibacillus	Rhodocista	Pelagibacterium	Caulobacter	Baekduia	Isoptericola	Saccharomonospora	Gemmata	Pantoea	Georgenia	Kineococcus	Streptococcus	Glycomyces	Conexibacter	TM7a	Blastocatella	Cystobacter	Niallia	[Polyangium] brachysporum group	Saccharothrix	Amycolatopsis	Falsirhodobacter	Gracilibacillus	Rubritepida	Methylobacillus	Caenimonas	Aridibacter	Oceanobacillus	SH-PL14	Brevundimonas	Neorhizobium	Turicibacter	Sumerlaea	Polycyclovorans	Thermosipho	Limibaculum	Corynebacterium	YC-ZSS-LKJ147	Pajaroellobacter	Phaselicystis	Luteitalea	Myxococcus	Aeromicrobium	Azohydromonas	Herbaspirillum	Staphylococcus	Polygonibacillus	Arsenicitalea	Aureibacillus	Nesterenkonia	Paracoccus	Hydrocarboniphaga	Rufibacter	Abditibacterium	Caldilinea	Bauldia	Anaeromyxobacter	Plastorhodobacter	Tepidisphaera	Ohtaekwangia	Candidatus Alysiosphaera	Fimbriiglobus	Enterococcus	SM1A02	Rhizorhabdus	Actinoplanes	Longispora	Acinetobacter	JCM 18997	Allorhizocola	Rhodoplanes	Litorilinea	Crossiella	Ornithinibacillus	Nonomuraea	Modestobacter	Nordella	Paraconexibacter	Pelagibius	Fictibacillus	Rhodococcus	Mangrovihabitans	Peribacillus	PMMR1	Cupriavidus	Sandaracinobacter	I-8	Luedemannella	Rhodocytophaga	Niastella	Thermobaculum	Pseudalkalibacillus	Sandaracinus	Kineosporia	Plantactinospora	Tautonia	SZB85	MM2
22	-0.882087	-0.243308	-0.364333	0.686314	1.013596	0.219985	0.757579	1.372707	-0.790308	1.211077	2.075628	-1.212804	-0.839749	0.700116	1.10987	2.163937	0.97268	-0.893415	1.04499	-1.415561	-1.181387	-1.272002	-0.589595	0.182568	-1.163124	1.995978	1.740844	-1.836192	0.373626	0.988335	0.590387	2.638626	-0.022358	-1.427402	-0.015523	0.531027	-1.152333	0.976142	-0.87123	-0.528325	1.464304	1.011541	-0.219325	0.97223	1.075934	1.230842	1.573513	0.009385	0.464773	-2.042364	-2.589867	-1.713174	0.613167	0.118075	1.559993	1.74656	1.46296	0.192727	-0.695313	-1.739105	1.959635	3.00633	-0.013918	0.275589	1.54312	-1.715499	-0.173656	-0.352024	-1.494932	-1.737653	0.490081	-0.595486	1.456747	-1.216405	0.657422	-0.431037	-0.16886	0.201956	-0.964216	-1.441478	0.24619	0.300618	-0.515871	3.449661	1.105657	1.569109	1.621653	-1.61825	-0.977678	2.045133	0.602316	-0.57307	0.429052	2.238048	0.256369	1.431346	-1.025077	0.528336	-1.605132	-0.077748	1.693367	-0.299271	-0.34967	-1.685789	-2.463069	-1.94011	1.925998	0.018271	-2.651246	0.078086	-0.638937	-0.676668	-0.081223	-0.961878	-1.516555	2.121117	-0.616023	1.452683	1.796402	0.427715	0.034331	1.684708	-0.28216	-2.300569	-1.751702	1.160219	-1.471426	0.847827	0.187477	-0.183625	-1.527507	-0.425771	-2.132373	-1.128621	0.913121	-1.577655	-0.989738	-1.510144	1.117628	2.694384	0.163012	1.216058	0.385081	0.327444	0.548025	-0.85416	0.86264	-0.398781	-1.5765	-0.601979	-1.0579	-1.384711	-1.802114	-1.505508	-0.555576	1.492992	0.135952	-0.219542	1.233792	-2.493605	-2.210896	-1.578026	0.411281	-1.312628	-0.199806	-1.154113	-1.401717	3.401339	-0.421361	-0.114864	-0.829422	-0.857791	0.084133	-0.547294	-0.036251	-0.65629	0.106776	1.634541	-1.988238	2.805862	-1.506352	-0.231474	-1.666796	2.160141	-0.152903	2.927407	0.101286	-1.198743	-1.839857	0.25813	2.874984	-1.780522	3.356052	-1.125242	-1.057334	1.119539	1.173814	0.029415	0.419902	-1.761127
23	-0.754047	-0.445304	-1.047812	0.395948	0.67217	-0.136164	-0.579969	0.248938	-0.637836	0.301773	1.514659	-1.052576	-0.554928	0.157618	0.553244	0.900431	0.658606	0.87216	0.486142	-1.514505	-0.633656	-0.010984	0.972152	-0.264257	-0.160643	1.078312	0.652081	-2.156022	-0.592494	-0.175293	-0.151909	0.736485	-0.406279	-0.647553	-0.265127	0.212187	-0.242917	0.476495	0.092276	-0.62401	-0.625222	0.135885	-0.483171	0.384508	0.455453	0.551831	0.496398	0.855334	1.393946	-0.834756	-1.249724	-1.005864	-0.481354	-0.502433	0.247695	1.432681	-0.636446	0.726055	-0.960942	0.265504	0.481748	1.208789	0.92528	-0.52198	0.233884	0.771325	-0.440508	-0.536094	-0.043722	-1.605696	0.981691	-1.025276	0.374055	-0.101076	1.613959	-0.394166	0.039696	-0.451511	-1.404814	-0.195025	-0.265288	0.20378	-0.108717	0.820271	0.431836	-0.991662	-0.31703	-1.567503	0.242583	0.545333	-0.100302	-0.148469	-0.511645	-0.09805	0.671842	0.427525	0.66308	0.556456	-2.411286	0.849903	0.314415	0.941729	0.475559	-0.861695	-1.364559	-1.812632	1.084739	-0.184807	-1.303976	-0.085308	0.932059	-1.370373	0.40164	1.089232	0.264961	0.473355	-0.052915	0.89769	0.485631	-1.326316	0.615933	0.32235	0.177179	0.837526	-1.743159	1.128169	0.342738	0.067249	0.853468	-0.290372	-0.446519	-0.477569	-0.234604	-0.314553	-0.438132	-0.23898	0.285201	-1.235532	-0.197121	-0.265651	0.559925	0.528652	-0.354528	1.198757	0.051623	0.480565	-0.816443	-0.131263	-1.117576	-0.353072	0.23203	-0.689655	-1.119512	-1.026267	0.235044	0.943015	0.586129	-0.075565	0.098515	-1.294279	0.619386	0.990274	0.59458	1.155953	-1.143382	0.323088	0.229543	1.013287	-0.640212	0.515116	0.25038	0.54449	-0.304741	-0.439122	-0.043923	-0.123839	0.614547	0.605096	-0.204844	0.481504	0.071123	-0.326526	-0.880986	0.866001	-1.229457	1.226731	0.254673	1.261594	-0.100901	0.104754	0.467989	0.065157	0.549582	-1.549922	-0.008561	-0.642437	1.158488	-0.224803	-0.201444	1.523633
24	0.681761	0.975497	-0.07572	-0.120142	0.604191	0.875026	0.058313	0.899334	0.115293	0.382032	0.913843	0.126603	0.379742	-0.523051	-0.17723	0.264081	0.827527	1.406185	0.942229	0.141272	-0.841925	0.991449	1.228162	0.799803	0.408388	1.021495	0.457489	-2.353567	0.838765	0.398352	0.105681	0.037455	0.928271	0.095793	-1.124316	0.659771	1.910161	0.759825	-0.245369	-0.285367	0.981815	-0.02444	-0.385857	1.463874	0.246676	1.380852	-1.246093	0.740819	0.709893	0.012616	0.292036	1.024976	0.028469	0.79212	0.626682	1.494031	0.294275	0.603383	-0.650972	0.977623	0.969023	-0.773511	1.433463	-0.20474	-0.866647	0.520459	-0.052453	1.303817	1.130146	0.650292	1.113101	-0.047606	0.621046	1.331994	0.651715	1.3304	0.994428	-0.675367	-1.322841	-0.639925	-1.832421	0.451993	-0.441707	-0.107229	1.418337	-1.580293	-1.757729	-2.061733	0.028831	-1.050303	0.966471	-1.760452	-0.954763	0.767433	0.2386	-0.581746	0.473515	2.254637	-0.439179	2.193394	-0.910948	1.386195	-0.649996	-2.008379	-2.124354	-2.176119	-0.02552	-1.452549	-2.444612	0.941306	0.773019	-1.945111	-1.907412	0.26036	1.982928	0.326379	-0.423655	0.04426	-0.481434	-0.575051	0.604869	2.252041	1.187075	0.529218	-1.427355	-0.442403	0.199305	0.300953	-0.480614	-0.951948	0.274593	0.005729	-0.606045	-1.084267	-0.148144	1.875366	2.002496	-0.931406	0.258857	-0.524433	0.507219	-0.448531	-1.088698	-1.243887	-0.301678	1.179026	-0.663493	-0.895346	-1.667675	0.015646	1.686454	-0.928068	-2.305525	-1.431297	-0.414528	-0.165034	1.336759	1.539276	0.074334	-2.270488	-0.665022	0.561972	-0.642794	1.594813	-1.12753	-0.001787	-1.652503	-0.556624	-0.188004	-0.291915	2.174909	1.286295	-0.217242	0.489108	-0.11257	-1.603427	-0.867326	-0.515757	1.94538	0.685393	-0.745845	1.041508	-1.533064	-1.417359	-2.0032	-0.535461	-1.114445	-2.295019	1.08665	0.103573	-1.772849	1.700131	0.099036	-2.09967	-0.212389	-0.871877	1.628339	-0.841491	-2.255385	0.203453
25	1.709421	1.383111	-0.443966	0.585542	0.759525	-0.418072	0.43363	0.068436	0.1749	0.490883	-1.253894	-1.203268	0.882707	-0.074396	0.313304	-1.092126	0.72135	0.483709	-0.4072	-0.570421	2.178926	3.020444	-2.454132	0.852781	0.452179	-0.225226	-0.70793	-2.632999	-2.446485	1.957282	0.303488	-0.964724	-0.681198	0.599132	0.035489	1.770052	1.009458	1.750619	1.806882	-0.832136	0.340612	-0.669554	0.639657	0.395627	0.64757	-0.089483	0.288522	1.030738	1.881119	-1.945462	-1.222644	-1.481852	-0.430516	1.535534	0.230135	0.100778	0.448262	1.100804	-1.283215	-0.411253	-0.42088	-1.663067	-0.147883	1.397306	0.592666	2.30447	0.101064	-0.062194	-1.821083	-0.611412	-0.501184	0.157967	-0.518501	1.894546	0.575657	0.46676	0.886771	-1.758866	-1.438964	-2.722464	-0.205487	0.477211	0.398816	-1.857186	-0.766505	-2.27816	-2.078848	-1.955425	1.558832	-1.958837	0.340218	-2.123719	-0.008813	-0.081791	1.953696	1.147909	-0.151241	1.062498	-0.551697	1.347223	-0.361758	2.874796	-2.051683	1.974129	-0.134142	0.455776	0.844415	0.699286	-2.633027	1.372064	2.478628	-3.093308	0.560085	-1.879805	-0.923546	-1.446425	1.947246	0.288949	0.236558	0.641899	1.288001	1.325827	2.248502	4.095683	-1.907708	-1.532379	1.519171	2.378179	-0.703639	-2.183476	1.463108	1.874693	1.316831	-1.242436	-0.24923	0.652799	0.144727	-2.202838	-2.467015	-0.70255	1.389517	0.692965	0.948841	1.455379	-0.778401	0.236384	1.220847	-1.948746	-1.534216	1.005015	0.047002	-1.809447	0.257198	-0.428528	2.139078	1.876402	-0.109874	0.798802	0.684694	1.807077	2.54347	2.514461	-0.092505	0.523129	-1.525411	-0.483644	-2.181767	-1.485754	-2.121265	-1.176733	1.139655	-0.078289	1.235217	-0.233264	-1.495249	-1.525177	-0.702432	-0.482893	0.851103	-0.820677	-1.477662	0.283367	-2.778574	-1.999635	-0.950249	-0.850517	1.254243	0.72032	0.496386	-0.004678	-0.518882	0.908579	-1.44216	-1.667082	0.411872	-1.271121	1.103006	-1.553678	-1.363885	1.962141
26	0.669506	1.109932	-0.556175	-0.066907	0.716848	0.195126	0.51126	0.466478	-0.323484	0.382095	-0.375312	-0.96403	-0.176572	0.732415	0.447961	-0.247104	0.372113	0.626649	0.102073	-0.758816	0.656444	1.579053	-1.245399	0.55254	-0.592887	-0.048716	-0.619599	-2.803122	-0.521508	0.660831	0.671982	-0.610677	0.361568	0.047704	0.235402	0.848736	1.360252	0.203487	1.074696	-0.49733	-0.315706	0.77361	0.652468	0.692739	0.081224	0.039184	0.488187	-0.200557	0.935123	-3.024065	-0.533053	0.300386	-0.083676	0.491039	-0.043621	0.259079	0.372818	1.013649	-1.599161	-0.264295	0.238296	-0.136605	-0.660743	0.243263	0.454394	1.303076	-1.136139	0.1033	0.389393	-0.696026	-0.374715	-0.249999	-0.100228	1.073654	-1.09482	-0.074657	0.163826	-1.531502	-1.752574	0.88676	-0.197192	0.767798	0.210197	-0.381034	-0.08466	-2.242714	-0.600949	-1.655132	1.908098	0.693894	0.004007	-2.701754	-0.655052	-0.28911	0.570978	0.105184	1.318904	-0.505931	-1.023639	0.920596	0.268414	2.093527	0.117997	1.144935	-2.081648	0.167425	-0.548688	0.569871	-1.378624	0.006846	2.200468	-0.723395	0.756843	-0.246907	0.67888	0.14065	0.905667	0.241291	0.249467	-0.883542	0.818521	0.403507	-0.055189	1.935692	-1.858169	0.473773	1.713633	0.960675	0.312134	-1.086998	-0.985749	0.944962	0.929042	-0.405433	0.07143	0.142078	0.761176	-0.795322	-0.193545	-1.801416	-0.234654	0.564328	0.401707	0.135092	-1.731486	0.669703	-0.035505	-0.020648	-1.74942	-0.323345	0.115516	-0.952505	0.282581	2.086665	0.692626	0.457954	0.680702	-0.185977	-0.04861	1.4653	1.278211	0.72392	-0.405403	1.612544	-0.438806	-0.704835	1.350196	-0.250698	-0.941551	-1.182337	1.345814	0.710127	-0.537138	-1.094526	-1.171244	-1.215801	-0.313851	0.105905	0.7096	0.229559	-0.931364	0.847632	-1.214231	-0.987795	-0.936207	-0.45675	0.936941	0.197524	0.382768	-0.021943	-0.532772	1.022481	-1.888536	-1.337315	0.106748	-0.368199	0.044662	-0.614663	-1.141805	1.425515
27	0.632228	1.07894	-1.063036	0.074736	0.20208	0.072495	0.069041	-0.540218	-0.676845	-0.066726	-0.842322	-1.35051	-0.128035	-0.399834	0.017234	-1.09002	0.075196	-0.264548	-1.291975	-1.040813	1.882747	2.503657	-2.380467	0.367154	-0.637746	-0.430672	-0.762448	-0.937185	-0.457274	0.257158	0.787416	-0.290661	-0.207636	0.398976	-2.535586	1.06096	0.835136	0.446103	2.41707	-0.567497	-0.231486	0.035723	0.195702	0.313174	-0.412404	-0.161454	0.170965	0.151241	1.049754	-2.309624	-1.165199	-0.439825	-0.072086	1.186769	0.171971	-0.484621	0.961494	0.881806	-2.217986	-0.127306	-0.080569	-1.104779	0.253316	0.805384	0.823738	1.725463	-0.343712	-0.912356	0.670998	-0.383807	-0.69643	1.024694	-1.246604	1.223293	0.335905	0.712494	0.193707	-1.311903	-2.129918	1.181439	0.06416	0.717898	-1.317971	-0.608368	-0.713193	-2.923982	-2.036923	-1.673501	3.132015	-0.630359	0.117391	-2.178134	-0.304383	-0.933903	1.278809	0.744566	-0.149041	-0.367531	0.295887	0.022043	0.122719	2.108477	-0.657376	2.284145	0.256822	-0.094371	-0.221935	0.953787	0.240836	0.789565	2.202631	0.106238	1.579882	-1.276097	-0.026183	-2.217661	1.405446	-0.160555	-0.430011	-0.559917	0.762438	-0.520522	-0.921386	3.276497	-1.51691	0.1642	0.859876	0.821204	-0.052983	-1.633502	0.375978	2.004426	2.107604	-0.823794	0.379643	0.586479	0.682594	-0.436758	-0.706031	-0.679941	0.731372	0.436596	0.221974	0.574939	-1.123119	0.771337	0.743279	-0.50218	-2.464178	0.563443	-2.134171	-0.843778	2.920086	5.35682	1.636857	1.248867	0.101002	-0.510124	0.267811	4.127168	1.689615	1.783859	0.270045	0.291525	-0.97434	0.533054	3.408881	-0.410891	-1.045918	-1.117302	-0.505566	-0.723669	0.344022	-1.826545	-1.351082	-0.537803	-1.57255	-0.909033	-0.138725	-0.930229	-1.285933	0.921163	0.629279	-1.383637	-1.323349	-0.346777	1.034567	1.78654	1.275654	-0.886985	-2.029537	-0.103462	-1.259938	-1.660006	0.655901	-1.629186	0.036431	-1.018813	-0.470547	1.533013
28	-1.250402	-0.238345	-0.784213	-0.718576	0.3065	-0.169384	-0.512574	0.000984	-0.630092	-0.170403	-0.139197	-0.9188	-0.590331	0.053313	-0.146117	-0.929635	0.059701	-0.147817	-0.040783	-0.773932	-0.719529	0.45605	-2.027989	0.264083	-0.532414	0.079317	-0.538465	0.534551	-0.328677	-0.373206	0.537108	-0.793588	-0.066574	0.331648	-2.031277	-0.055869	1.610941	0.005941	-0.414173	-1.511846	0.292737	0.165334	-0.002472	0.329846	-1.71247	0.464098	0.393223	-0.141412	0.649461	0.042163	0.616452	0.443154	0.429929	-0.603153	0.080499	0.161134	0.156413	-0.059778	-2.207782	1.976812	0.388156	-0.488558	0.821906	-0.69204	-0.089199	0.101681	0.862188	-0.259365	-0.870393	0.014096	-0.39094	0.315871	-0.187793	0.290822	-0.210119	0.871851	0.356657	-2.141669	-2.558448	1.087652	0.947694	0.203697	0.163934	0.219116	-0.220357	-1.722028	-1.610746	-0.933938	2.336242	0.006229	-0.529359	-0.519898	-0.531322	-0.588892	-0.051554	-0.406026	-1.187339	0.427891	1.673349	0.493922	0.387952	-1.264825	0.86372	1.209508	1.220351	-0.936184	-0.071138	0.989046	0.482098	0.304145	-1.832315	2.422288	-0.314682	0.210383	0.586401	0.227374	0.8906	0.394709	-1.804913	-1.10356	0.036228	0.053075	1.236142	0.141222	-1.004244	1.002116	0.296294	1.431913	-0.294711	0.774507	-0.458953	0.236389	0.779201	1.011785	-0.692016	-0.844927	1.248028	-0.639718	-0.406526	0.751202	-0.04171	-0.908628	0.130568	-0.678002	0.005025	0.435	0.312357	-1.120932	-2.400154	0.117746	-0.916333	2.006462	1.961641	3.622778	-1.323163	-0.013175	0.193741	-0.021684	-0.153592	1.488655	0.256109	0.323198	-0.617619	-0.61249	-1.807286	0.257906	1.994605	0.450253	1.700866	-0.101937	0.689046	1.674775	-0.224162	1.654792	-0.708525	1.439595	-0.661652	-1.184977	0.023095	1.223502	0.446971	2.528956	1.461247	-1.181441	-0.839409	-0.809565	-0.171419	0.99864	-0.534469	1.056617	-0.524273	0.298619	-1.856596	-0.422685	0.226298	-0.913594	0.036045	-0.187214	1.70476	-0.854239
29	0.364841	0.615811	0.204812	-0.537791	-0.004007	1.287596	0.117878	0.33701	-0.211083	-0.150473	1.186841	0.32868	0.642876	0.462488	-0.50474	-0.403372	0.13897	1.017801	0.269119	0.416402	0.171442	0.840168	0.171306	0.071808	0.130258	0.711379	-0.319026	-1.954434	0.461609	-0.184831	0.336557	-0.106399	1.528356	-0.200417	0.787141	0.259633	2.232322	-0.568016	0.258104	-0.271044	0.005658	0.734053	0.561388	1.49662	-0.415599	1.203679	-1.016246	-0.14297	-0.493799	-0.9962	-0.166349	1.621171	0.371546	-0.140923	0.000674	0.989153	0.248779	-0.471335	-1.660976	1.665672	0.248987	-0.916075	1.169891	-0.874425	-0.780881	0.099965	0.172509	1.021357	-0.713914	-0.137457	0.720199	-0.724894	-0.499298	1.289788	-0.144256	0.389341	0.349842	-1.478437	-2.121096	1.093594	0.349631	0.420364	-0.694223	-0.231283	0.551186	-0.974747	-2.016234	-0.334969	0.542414	0.465646	-0.033749	-0.328442	-2.944662	0.075816	-0.663927	-1.448337	-1.280246	0.394833	1.447034	0.921649	-0.289794	1.139429	-0.291972	-0.246958	0.686001	-1.565084	-0.04617	0.127608	-1.243864	-0.285	-0.454603	0.161133	-1.178329	1.587029	2.07494	0.467634	0.70192	-0.753866	-0.088901	0.431518	0.58741	0.746143	0.129166	-0.979069	-0.563692	0.138053	0.56059	0.877595	-0.000846	-0.93381	0.096895	0.327172	-0.007409	2.040359	-0.406855	0.547952	2.196255	-0.467295	-0.161041	0.123902	0.070509	-0.494412	0.448512	-1.860565	-1.242178	0.663718	-0.136577	0.539309	-1.449214	-0.988318	1.040996	-0.944192	-0.301092	-0.491059	-0.482184	-1.679085	1.429921	-0.102441	-0.29179	-0.730515	-1.887779	-0.225869	-0.410199	1.256639	-0.136316	-0.887014	-0.924326	-1.205404	1.065144	1.784929	1.648705	1.998629	-0.542277	-1.630675	-0.411341	1.667868	-0.301001	-0.169067	0.62314	-0.591609	-0.290396	0.991113	0.044839	-0.114114	-0.281392	-0.866999	0.514818	0.027766	-1.091833	1.106933	-1.656125	-0.863605	-1.335661	-0.764606	-0.807687	-1.13844	0.831177	0.020418	1.093554	-0.637495
30	-0.011895	0.39843	0.196901	-0.10977	0.493625	1.163351	0.235468	0.833676	0.320825	-0.031138	0.717832	0.849652	0.269462	-0.749742	-0.089602	-0.980891	0.660769	1.741617	0.088931	0.537503	-0.966964	-0.784247	-0.393463	0.330652	0.103117	0.468703	-0.092618	-0.80717	1.005718	0.307613	0.477878	-2.020955	0.898238	0.336992	0.086897	0.246776	1.859934	0.876796	-0.532436	0.302855	-0.499286	0.253303	0.49832	1.352228	0.2428	1.779904	-1.03983	0.675849	0.63082	-0.4856	-0.360164	1.964541	0.376274	0.319764	0.43397	0.964864	0.090446	0.779745	-0.983634	1.427878	0.548941	-2.07077	0.516574	0.320932	0.369993	0.181207	-0.521994	1.104045	0.764404	-0.360456	0.815659	-1.267589	-1.072546	1.532214	0.869449	-0.395001	1.384086	-0.064088	-1.163008	-0.276326	-0.983898	0.783314	-0.614182	-1.092533	0.769322	-0.846912	-2.409112	-1.866744	-0.316455	0.389214	0.593637	-1.664372	-1.557985	0.261347	-0.333751	0.22361	-1.307508	-0.493329	-0.18773	1.129406	0.321493	-0.450749	0.5665	-1.091978	-1.00271	-1.549969	0.667323	-1.505819	-0.984619	0.83298	-1.471273	-1.964625	-1.910268	0.318304	0.230055	-0.251402	-0.472552	-1.279792	0.490279	-0.376703	1.154976	-0.402346	-0.571542	0.238106	-0.492792	-0.525059	0.438587	1.213366	-1.452278	-1.128033	0.521967	0.620177	-0.031712	-0.008363	0.478494	2.395008	2.092858	-1.665016	-0.086508	-1.182978	0.436947	0.418002	0.673354	1.659101	-0.819884	1.50907	0.014451	0.683451	-0.809867	-0.493604	2.433242	0.124463	-0.293564	-1.710471	-0.445631	-0.380388	0.880366	0.755619	0.822706	-0.016899	-0.626098	0.470257	-0.011871	1.168622	-1.049029	0.116138	-1.622129	-1.04492	0.016879	0.30341	0.733665	1.251978	0.418356	-0.389553	0.539737	-1.552572	0.247585	-1.291163	1.060674	-0.525124	-0.078353	1.249232	-0.60797	0.378388	-1.608363	-1.525279	0.569309	-0.352478	1.249436	0.437252	-1.24001	0.495437	-0.717357	-0.09999	0.151111	-2.012882	0.359213	-0.921266	-0.55863	2.103934
31	0.153842	-0.090915	0.593179	0.094015	-0.036746	2.206852	0.019471	1.771325	0.835435	0.671054	1.306786	0.983983	1.042052	-0.929853	-0.955712	-0.033243	0.265097	1.450764	0.157218	1.089944	-0.929568	-0.246514	-0.943175	-0.519328	0.888434	1.0416	0.080751	-0.754626	0.876606	-0.148509	-0.10756	-0.031473	2.001225	0.171727	0.593156	0.685876	2.04794	0.958299	0.530342	0.089606	1.193161	-0.622127	-0.34661	2.638714	0.681491	2.440925	-1.373494	0.85588	-0.716116	-0.901792	0.728022	0.839863	-0.202612	-0.252722	0.793354	0.839155	0.045265	0.237157	-0.665294	1.767602	-0.884319	-2.301364	0.950984	-0.828462	-1.821719	-0.667375	0.487398	1.776549	-0.403618	0.401669	0.903507	-0.169876	0.343753	0.244848	-0.223685	-0.06385	1.518156	-0.440754	-0.466189	1.733393	-0.956292	0.325841	0.467022	-2.883026	0.842963	-0.272132	-2.644818	-0.426426	0.033372	-0.138826	0.118018	-1.154246	-3.027305	1.371959	0.28526	-0.560376	-1.014125	1.131822	0.676235	0.978607	0.160671	-0.489536	0.111427	-0.779683	0.359588	-0.879511	-0.110979	-0.760815	0.55294	-0.536094	-0.416926	-0.808842	-2.244926	0.250662	1.736009	0.607937	0.552042	-0.833667	-0.46062	-0.45038	-0.256187	-0.338187	1.633708	0.389682	-0.760312	-0.908729	0.308577	-1.092153	-0.831897	-1.690933	0.079303	0.388612	-0.390644	-0.087134	-0.45039	1.154565	1.987742	-0.672227	0.457073	-1.897941	0.329011	0.595567	-2.762595	1.574037	-0.063199	1.051707	-2.009602	0.187432	-0.477277	0.773407	1.514263	0.130245	-1.910823	-1.588362	-0.638587	-0.974605	0.86514	-0.76836	-0.042049	-1.598466	-0.718742	0.917714	0.853514	-0.083598	-0.696075	0.665548	-2.346354	-1.348716	1.128201	-0.346599	1.785838	0.168698	0.021308	-0.355927	0.471669	-0.456705	-0.009784	-1.300971	0.789262	-0.3369	-0.449176	-0.285767	-0.28506	-1.396025	-1.549056	-2.195664	1.189775	1.074421	1.84473	1.253375	-2.747663	0.062105	1.263064	0.339373	-0.3115	-2.47205	1.77665	-2.771089	0.310573	1.677141
32	-0.001324	0.294177	0.421916	-1.058181	0.281001	2.275263	0.019881	1.129104	0.764203	0.158624	2.74114	1.241179	-0.421355	-0.238732	-0.541231	-0.25129	0.564541	1.377412	1.54236	0.996996	-1.978989	0.351187	-0.029325	1.29011	0.342277	1.763541	-0.037683	-0.831333	1.79601	-0.356275	-0.637093	-1.465938	2.632567	0.193085	-0.831532	-0.405395	3.246161	-0.272227	-1.850849	-0.658254	1.653605	1.059349	0.763725	3.002284	-0.417867	2.473544	-1.548527	1.096145	-0.65402	-0.547599	1.264868	2.066332	0.267302	-0.681087	0.508423	1.574471	-0.692648	0.043646	-0.079903	3.406162	0.169218	-2.322223	2.575583	-2.868331	0.161289	-2.103906	0.939808	1.599574	-1.08664	0.925538	1.508466	-2.245848	0.203213	1.64832	-0.142273	0.083016	0.914631	0.751774	-1.545036	-0.225867	-3.037885	0.431123	-0.272936	-2.830677	1.258633	-1.014014	-1.828057	-0.422249	-2.939243	-1.118933	0.640484	0.148474	-0.770664	1.630572	1.157623	-1.475646	-0.600063	1.130109	-0.693255	2.064743	-1.210287	-1.382508	-0.534459	-3.496965	0.35603	-1.720174	1.022519	-1.839154	-1.782107	-0.577832	-2.107749	-1.403245	-2.421006	2.537047	3.137008	0.101645	0.281368	-2.262978	-0.739585	-1.675244	0.476412	0.073469	2.055432	-0.947431	-1.206494	-1.270129	-2.351508	-0.456382	-2.805275	-2.07874	0.17771	0.179133	-1.186191	-0.953663	0.560921	-0.178515	3.088464	-1.205287	1.069047	-1.580353	1.012501	1.437574	-0.343127	-1.729449	-1.777808	1.518192	-1.312664	1.333533	-1.501647	-0.496763	2.362059	-0.199515	-1.972227	-1.261952	-2.724528	-1.139236	1.651556	1.263338	0.858838	-0.61929	-1.850246	-0.438296	1.095971	1.830552	0.891153	-1.110912	-1.3417	-0.817539	2.595992	-0.540662	2.296834	2.167594	1.564679	0.748822	0.598343	-1.306906	0.202679	-0.680307	0.791732	1.148884	0.229789	1.181699	-1.371761	0.297489	0.764057	-2.535516	-1.385142	-1.431412	0.122949	2.485218	-2.238122	1.972242	0.156879	1.667394	0.290811	-2.336337	1.816423	-0.648186	1.583099	0.917056
