rank	class	n_asvs	mean_relative_abundance	median_relative_abundance	prevalence	mean_surface	mean_shallow_subsurface	mean_root_adjacent	mean_west_third	prevalence_west_third	mean_central_third	prevalence_central_third	mean_east_third	prevalence_east_third
11	Symbiobacteriia	5701	0.01379353133	0.007178624545	0.9193154034	0.01387953551	0.02116645704	0.007799695346	0.01062404203	0.9331941545	0.01722627101	0.9718969555	0.01395678842	0.8286604361
12	Vicinamibacteria	10992	0.01139492348	0.006401233294	0.9144254279	0.0103179382	0.01682703983	0.007873831053	0.01295324475	0.9645093946	0.01312455162	0.981264637	0.006768795412	0.7507788162
13	Deinococci	1419	0.01117242352	0.005168975368	0.9266503667	0.01899802302	0.009997621613	0.005975116588	0.01431140819	0.9540709812	0.008642605159	0.981264637	0.009853603538	0.8130841121
14	Verrucomicrobiia	6407	0.009866117715	0.006538759939	0.9421352893	0.007158801082	0.01319213517	0.009317402818	0.00941895929	0.9728601253	0.01220942486	0.9929742389	0.007416263306	0.8286604361
15	Rubrobacteria	2641	0.009626944669	0.004619043824	0.8883455583	0.009770662346	0.01376323176	0.006189416488	0.01071652813	0.9645093946	0.01188296107	0.9672131148	0.005000061547	0.6697819315
16	Anaerolineae	3612	0.009469271562	0.00597421607	0.9372453138	0.007127212821	0.0110588347	0.01002965615	0.007793661321	0.9665970772	0.00946482316	0.9742388759	0.01197555434	0.8442367601
17	unclassified_class	13773	0.008859875865	0.004931490537	0.9356153219	0.006768641682	0.01556415362	0.005112216138	0.006619080675	0.9603340292	0.01061686774	0.9859484778	0.009866434635	0.8317757009
18	Myxococcia	4715	0.008308156017	0.005685370198	0.9576202119	0.008518974616	0.00920251113	0.00742382307	0.008622623331	0.9812108559	0.008455013193	0.9929742389	0.007643552098	0.8753894081
19	Polyangiia	9671	0.008253210774	0.006974696224	0.9511002445	0.006975802846	0.00997965817	0.007868019405	0.008409709184	0.9749478079	0.009281338002	0.9906323185	0.006652048578	0.8629283489
20	Phycisphaerae	4727	0.007732580981	0.004455502056	0.9494702526	0.005209169544	0.006888862256	0.0103911588	0.008219971278	0.987473904	0.007452447257	0.9906323185	0.007377930351	0.8380062305
21	Blastocatellia	3211	0.007326097992	0.003724190106	0.869600652	0.006786874906	0.01052609693	0.005177134684	0.008666445198	0.9498956159	0.008101293723	0.9648711944	0.004294836657	0.6230529595
22	Gemmatimonadia	3957	0.006875132772	0.005306531192	0.9258353708	0.008299346383	0.008750467118	0.004250006509	0.009409518087	0.9749478079	0.006110302651	0.9929742389	0.004110683852	0.7632398754
23	MB-A2-108	1501	0.005570534077	0.001248579306	0.825590872	0.004253623748	0.009694606919	0.003289139329	0.00315404001	0.8747390397	0.00853430086	0.9156908665	0.005233999004	0.6323987539
24	Saccharimonadia	3036	0.00495314026	0.002259009696	0.9062754686	0.004767041177	0.003582964647	0.006200536394	0.005267116979	0.9540709812	0.005627399508	0.9742388759	0.003587708649	0.7445482866
25	KD4-96	1183	0.003814974395	0.001644508577	0.8312958435	0.002724395175	0.006612009458	0.002422622309	0.0044923172	0.9206680585	0.003811450033	0.9156908665	0.002808923615	0.5856697819
26	TK10	2046	0.003286763574	0.001892013115	0.8663406683	0.002773975302	0.004915003915	0.002380429538	0.003385078781	0.9415448852	0.004013076048	0.9601873536	0.00217390248	0.6292834891
27	Rhodothermia	1536	0.003256383381	0.001503970444	0.9176854116	0.002041228624	0.004037723962	0.003582009559	0.001848212012	0.9331941545	0.002643163778	0.9578454333	0.006173389164	0.8411214953
28	Dadabacteriia	171	0.00316818512	0.0006456235385	0.7457212714	0.003090147932	0.00466607713	0.00202542769	0.001611985922	0.7265135699	0.006031422985	0.9320843091	0.001681633244	0.5264797508
29	Bdellovibrionia	2704	0.003083350485	0.002448310666	0.9209453953	0.002766733493	0.00356343412	0.002945944695	0.00281546878	0.9582463466	0.003925428943	0.9859484778	0.002362938755	0.7788161994
30	Sericytochromatia	1374	0.002973319692	0.002322270591	0.9087204564	0.002600930667	0.003211442194	0.003074172106	0.002705738959	0.9540709812	0.003259194657	0.9789227166	0.002992330786	0.7476635514
31	Oligoflexia	7801	0.002191029168	0.001567188464	0.8891605542	0.001990644328	0.002981225682	0.001713135261	0.002077394169	0.9269311065	0.002568511791	0.9648711944	0.00185846245	0.7320872274
32	Methylomirabilia	1502	0.002059195291	0.0005847736949	0.760391198	0.001987337288	0.003243898623	0.001163328641	0.001796138133	0.8121085595	0.002913397019	0.8782201405	0.001315457724	0.5264797508
33	Gitt-GS-136	453	0.001808426314	0.0004917629702	0.8174409128	0.00143885194	0.002114740012	0.001852257849	0.002378856408	0.8997912317	0.001431407477	0.9180327869	0.001458741042	0.5607476636
34	Balneolia	563	0.001754877393	0	0.2053789731	0.0003802560683	0.0007125238968	0.00367153523	0.0002514393838	0.139874739	0.0002171260286	0.1779859485	0.006043870038	0.3395638629
35	S0134 terrestrial group	1818	0.001752451105	0.0009858182996	0.8720456398	0.001482807359	0.002131149469	0.001659673461	0.00143457291	0.8935281837	0.001933599771	0.9320843091	0.001985825482	0.7601246106
36	Acidobacteriae	1110	0.001578515237	0.0007221266982	0.8524857376	0.001693615563	0.001540338861	0.00151886941	0.001720980399	0.9394572025	0.001520353956	0.9718969555	0.001443294223	0.5638629283
37	Dehalococcoidia	1318	0.001426718662	0.0002712703431	0.7652811736	0.0009602904332	0.001073937613	0.002076340773	0.001211118857	0.7954070981	0.001293078247	0.8758782201	0.001926210138	0.5732087227
38	Cyanobacteriia	603	0.001236952209	0	0.4938875306	0.001258339256	0.000686763089	0.00166240806	0.0008515628662	0.5845511482	0.0005410300684	0.4379391101	0.002737762954	0.4330218069
39	Entotheonellia	665	0.001227145199	0.0002507543071	0.7269763651	0.001091637927	0.002078633793	0.0006490683032	0.001514074187	0.7954070981	0.00135773894	0.8641686183	0.0006252682131	0.4423676012
40	JG30-KF-CM66	733	0.001220915543	0.0006158886159	0.8280358598	0.001123465121	0.001528085746	0.00105049299	0.001395844175	0.9123173278	0.001370850302	0.9180327869	0.000760439042	0.5825545171
41	Bacteriovoracia	1040	0.001180051312	0.0006301849169	0.8508557457	0.0009831828484	0.001164688783	0.001346904037	0.0007687842165	0.8747390397	0.001360905685	0.9531615925	0.001553173184	0.6791277259
42	Desulfuromonadia	513	0.001157956108	6.607693581e-05	0.6903015485	0.0002302330465	0.0006202202835	0.002318273257	0.0001080048768	0.6534446764	0.0001515076846	0.793911007	0.004063501644	0.6074766355
43	Clostridia	2206	0.0009913375407	5.300010011e-05	0.6381418093	0.0006754763909	0.0003672404047	0.001740876268	0.0009047771454	0.732776618	0.001372664789	0.6838407494	0.0006132555911	0.4361370717
44	Nitrospiria	642	0.0009246869715	0.0003978637227	0.7799511002	0.0007476200609	0.001325345225	0.0007416027858	0.001145200214	0.866388309	0.0008801394185	0.8852459016	0.0006548924597	0.5109034268
45	Ktedonobacteria	685	0.0009032712443	7.224887768e-05	0.62999185	0.0005857393666	0.0007696485489	0.001259879062	0.001231464196	0.8037578288	0.0007470897594	0.7072599532	0.0006212932692	0.2679127726
46	Thermotogae	286	0.0008706000837	0.0001094948916	0.6397718011	0.0007353754971	0.001449382854	0.0005115015836	0.0004606149268	0.6805845511	0.001483326441	0.8079625293	0.0006673251164	0.3551401869
47	Holophagae	970	0.0007818937223	0.0001463535181	0.706601467	0.0006436197622	0.0008945966362	0.0007998222096	0.001146402674	0.8225469729	0.0004814304945	0.8009367681	0.0006376507636	0.4080996885
48	Subgroup 21	144	0.000701186344	0	0.4653626732	0.0001895078904	0.001852989985	0.0001769399258	7.721559432e-05	0.4258872651	0.0002331222482	0.6159250585	0.002254910201	0.3239875389
49	Parcubacteria	1829	0.0006562148551	8.405050339e-05	0.6894865526	0.0002384732124	0.0005697188476	0.001053587999	0.0004333501197	0.6993736952	0.0007871328912	0.7915690867	0.0008146267146	0.53894081
50	Thermoanaerobaculia	416	0.0005880617384	0	0.4661776691	0.0002051999847	0.000728520232	0.0007756353382	0.0005126252271	0.5636743215	0.0002386522822	0.5175644028	0.001165419766	0.2523364486
51	Sumerlaeia	324	0.0005800097021	0.0002189922283	0.7693561532	0.000524309351	0.0006530430458	0.0005650198848	0.0005638789811	0.8684759916	0.00052542875	0.8430913349	0.0006766847235	0.523364486
52	SHA-26	142	0.0005321222278	0.0001908242451	0.7294213529	0.0004371039886	0.0009438860396	0.0002757187947	0.0005941539192	0.8267223382	0.000585580453	0.8196721311	0.0003684467065	0.4641744548
53	Eremiobacteria	141	0.0004931741271	0.0001176304863	0.684596577	0.0002307718209	0.0003948465123	0.0007781456021	0.0003741319969	0.7306889353	0.000644046944	0.7447306792	0.0004701164558	0.5358255452
54	Subgroup 18	156	0.0004716334522	4.305426991e-05	0.5876120619	0.0005066331018	0.0007217505293	0.0002431218994	0.000379210012	0.617954071	0.0007384190072	0.7822014052	0.0002546658382	0.2834890966
55	Abditibacteriia	566	0.0004199752945	6.28747667e-05	0.6373268134	0.0003700492686	0.0004452438634	0.0004388469336	0.0006536563445	0.7703549061	0.0003608122956	0.7236533958	0.0001499733555	0.3239875389
56	PAUC43f marine benthic group	50	0.0004175169602	0	0.03504482478	1.446148666e-06	0.0007512005239	0.0004758395427	3.323303043e-07	0.004175365344	1.10361663e-07	0.004683840749	0.001595286603	0.1214953271
57	BD2-11 terrestrial group	442	0.0003706255782	0	0.4922575387	0.0002971693482	0.000279222553	0.0005017442917	0.0001132036715	0.4822546973	0.0001005491878	0.5550351288	0.001114014089	0.4236760125
58	Fibrobacteria	198	0.0002660151955	9.719287537e-06	0.5085574572	0.0001751598759	0.0002671893615	0.0003363755787	0.0003408576598	0.5929018789	0.0003019582182	0.5597189696	0.0001065223259	0.3146417445
59	Limnochordia	435	0.0002553539546	1.698735009e-05	0.5493072535	0.0001778849892	0.0003153051274	0.0002679637823	0.0001185733583	0.48434238	0.0002311902748	0.62529274	0.0004916025431	0.5451713396
60	bacteriap25	599	0.0002522586847	2.000666889e-05	0.5427872861	0.0002027130678	0.0004003464433	0.0001721100212	0.0002866989012	0.6283924843	0.0003055603625	0.6885245902	0.000129963731	0.2211838006
61	Vampirivibrionia	468	0.0002262983181	4.238134736e-05	0.6128769356	0.0001091884612	0.0002250480398	0.0003192122903	0.0001982767846	0.6409185804	0.0002656529498	0.7213114754	0.0002157621399	0.4267912773
62	Chlamydiia	1006	0.0002249648263	3.394681318e-05	0.6071719641	0.0001452484016	0.0001851327575	0.0003195439997	0.0001519935659	0.6450939457	0.0001436729386	0.6978922717	0.0004419893428	0.4299065421
63	Fimbriimonadia	195	0.000212193437	6.186309135e-05	0.6405867971	0.0001884448792	0.0001755144525	0.0002603140205	0.0002613396144	0.7494780793	0.0001954355711	0.7213114754	0.0001611485453	0.3707165109
64	OLB14	109	0.0001929174382	0	0.2844335778	0.0001796524828	0.0001770791306	0.0002160587011	4.843986845e-05	0.3027139875	4.096404541e-05	0.2903981265	0.0006106397267	0.2492211838
65	Halobacteria	900	0.0001728159672	0	0.0880195599	1.601699159e-06	0.0003722244935	0.0001469025899	9.567750422e-06	0.08768267223	8.787671329e-06	0.06557377049	0.0006346102917	0.1183800623
66	Thermovenabulia	34	0.0001570448249	0	0.02037489813	2.281583689e-07	0.0003155870174	0.00015268032	0	0	0	0	0.0006002928356	0.07788161994
67	Kapabacteria	153	0.0001422240627	1.0053799e-05	0.5142624287	6.670250891e-05	0.0001524715628	0.0001932572283	0.0001597324098	0.5845511482	0.0001518100553	0.5573770492	0.0001033464394	0.3520249221
68	BD7-11	349	0.0001353227213	1.727689189e-05	0.5305623472	0.0001007746112	0.0001651261858	0.0001384804787	0.0001272406729	0.5741127349	0.0001390119619	0.5784543326	0.0001424753553	0.4018691589
69	Pla4 lineage	359	0.0001348384045	0	0.4938875306	0.00010910499	0.0002077264609	9.644701361e-05	8.600642419e-05	0.5052192067	0.00013538637	0.6276346604	0.0002069771501	0.2990654206
70	Subgroup 26	15	0.0001168302096	0	0.02200488998	4.668650911e-06	0.0002267519896	0.0001165008883	0	0	2.431956801e-07	0.004683840749	0.0004462517841	0.07788161994
71	Subgroup 5	195	0.000102558198	0	0.4506927465	0.0001008285697	0.0001578757762	5.945149845e-05	8.959928236e-05	0.4551148225	0.0001455733693	0.6346604215	6.46760872e-05	0.199376947
72	Acetothermiia	26	0.0001019914351	0	0.032599837	3.490187648e-07	3.602375006e-05	0.000234786091	2.627188649e-05	0.02713987474	2.132400399e-07	0.007025761124	0.0003503682361	0.07476635514
73	vadinHA49	184	9.886045879e-05	8.801223119e-06	0.5167074165	5.356796661e-05	0.0001031666057	0.0001309451953	8.467344579e-05	0.5323590814	0.0001418587624	0.62529274	6.283336712e-05	0.3489096573
74	Berkelbacteria	281	9.606719001e-05	0	0.4376528117	3.407131068e-05	0.0001178151906	0.0001272411961	6.766553977e-05	0.4342379958	0.0001585133958	0.5854800937	5.538139752e-05	0.246105919
75	Armatimonadia	115	8.976912279e-05	7.771550943e-06	0.5273023635	0.0001133000585	0.0001224857299	4.500428023e-05	0.0001419294102	0.6910229645	7.424346525e-05	0.5644028103	3.258743464e-05	0.2336448598
76	Babeliae	301	8.474307881e-05	0	0.3895680522	4.177977406e-05	8.13382045e-05	0.0001211979448	6.409845196e-05	0.4196242171	4.677246983e-05	0.4426229508	0.0001660584255	0.2741433022
77	Campylobacteria	60	7.358781744e-05	0	0.06927465363	1.22360734e-05	1.257900422e-05	0.0001707760171	4.228156443e-05	0.06054279749	0.0001362617897	0.1007025761	3.693332843e-05	0.04049844237
78	Elusimicrobia	351	7.24306909e-05	0	0.3854930725	4.461986402e-05	0.0001296851685	4.823590535e-05	9.300283786e-05	0.4530271399	6.192258237e-05	0.4707259953	5.571076552e-05	0.1713395639
79	Omnitrophia	652	6.737434876e-05	0	0.3414832926	6.241775299e-05	9.651787196e-05	4.783884515e-05	5.458684175e-05	0.3486430063	6.298394508e-05	0.4192037471	9.229621239e-05	0.2274143302
80	Coriobacteriia	84	6.529937078e-05	0	0.1124694377	1.420592075e-05	6.862790338e-06	0.0001523692032	5.237373672e-05	0.1169102296	0.0001195921826	0.1405152225	1.23658757e-05	0.06853582555
81	Spirochaetia	603	6.442640097e-05	0	0.06601466993	4.795294545e-06	5.956821415e-06	0.0001582231972	2.489585089e-05	0.04801670146	0.0001448734657	0.08430913349	1.640221664e-05	0.06853582555
82	Thermoplasmata	890	6.343498972e-05	0	0.1678891606	1.170635514e-05	9.062731994e-05	8.217501978e-05	4.454237257e-05	0.1983298539	5.620062368e-05	0.1615925059	0.0001012500611	0.1308411215
83	Chthonomonadia	69	5.643335222e-05	0	0.4425427873	4.674170822e-05	9.617626433e-05	3.209420043e-05	6.856032689e-05	0.5407098121	7.309300328e-05	0.5362997658	1.617636819e-05	0.1713395639
84	Incertae Sedis	209	5.443598489e-05	0	0.4368378158	2.790539974e-05	5.249515433e-05	7.681749148e-05	4.719555503e-05	0.5365344468	5.236028692e-05	0.4473067916	6.8001371e-05	0.2741433022
85	Hydrogenedentia	98	4.77078144e-05	0	0.3064384678	1.702876342e-05	4.962615193e-05	7.024308945e-05	2.736975068e-05	0.3089770355	4.419586442e-05	0.3770491803	8.272817319e-05	0.2087227414
86	OM190	116	4.495411156e-05	0	0.2665036675	3.13152793e-05	5.117694246e-05	5.065610951e-05	5.25234482e-05	0.2943632568	5.735234107e-05	0.3489461358	1.716670891e-05	0.1152647975
87	ABY1	171	4.175223578e-05	0	0.2200488998	2.343476732e-05	2.613220905e-05	6.868330846e-05	1.656316607e-05	0.2066805846	2.402015542e-05	0.2857142857	0.0001029271975	0.1526479751
88	Negativicutes	45	4.039425327e-05	0	0.108394458	4.252512905e-05	7.429176274e-05	1.147518809e-05	2.078835428e-05	0.1002087683	2.92394004e-05	0.131147541	8.448879469e-05	0.09034267913
89	Gracilibacteria	157	3.981999438e-05	0	0.1801140994	9.412547265e-06	1.099089582e-05	8.685682325e-05	4.100239406e-05	0.1795407098	4.519277722e-05	0.2014051522	3.090863078e-05	0.1526479751
90	Pla3 lineage	49	3.549880089e-05	0	0.162999185	1.820108587e-05	2.071816557e-05	6.095486005e-05	1.693372461e-05	0.1377870564	2.352501718e-05	0.243559719	7.912957092e-05	0.09345794393
91	Nitrospinia	2	3.285023281e-05	0	0.007334963325	9.779830449e-06	2.248451171e-05	5.928805858e-05	8.847987592e-08	0.002087682672	1.863991393e-07	0.004683840749	0.0001251877301	0.01869158879
92	P2-11E	35	2.910274256e-05	0	0.2379788101	8.903288462e-06	3.068393026e-05	4.3684524e-05	1.284841225e-05	0.2150313152	2.497147839e-05	0.355971897	5.88531289e-05	0.1152647975
93	Subgroup 25	27	2.744278917e-05	0	0.1874490628	1.572164219e-05	6.335291262e-05	7.777197683e-06	2.361387432e-05	0.1732776618	5.026932799e-05	0.3161592506	2.792066839e-06	0.03738317757
94	Calditrichia	5	2.597192561e-05	0	0.00814995925	1.970645823e-06	4.0539562e-06	6.242598137e-05	0	0	0	0	9.92758652e-05	0.03115264798
95	Fusobacteriia	34	2.094437153e-05	0	0.0586797066	5.977897275e-06	5.45838768e-05	5.650862919e-06	6.144379104e-06	0.05427974948	5.001533483e-05	0.06088992974	4.358374793e-06	0.06230529595
96	FFCH5909	32	1.677351081e-05	0	0.2004889976	1.929454107e-05	2.645654941e-05	7.011778826e-06	1.151053952e-05	0.1962421712	3.186516033e-05	0.3021077283	4.551794011e-06	0.07165109034
97	AKAU4049	32	1.56356242e-05	0	0.02770986145	1.200794094e-05	2.49010941e-05	1.103510552e-05	1.571585121e-05	0.03966597077	1.439277389e-06	0.007025761124	3.440014555e-05	0.03738317757
98	Desulfomonilia	1	1.480438703e-05	0	0.002444987775	4.876040311e-05	6.853788245e-08	0	0	0	2.090991203e-07	0.004683840749	5.631058432e-05	0.003115264798
99	Desulfobacteria	4	1.474664473e-05	0	0.0065199674	1.479148945e-06	1.85214922e-05	2.212489694e-05	9.987287581e-09	0.002087682672	9.169759116e-07	0.004683840749	5.513333476e-05	0.01557632399
100	N9D0	40	1.460100186e-05	0	0.05786471068	1.13186305e-05	3.935733813e-06	2.57497556e-05	7.784488272e-06	0.04384133612	8.265937005e-06	0.06088992974	3.319970186e-05	0.07476635514
101	Subgroup 22	38	1.37380656e-05	0	0.1263243684	5.847917861e-06	2.349718634e-05	1.20859769e-05	1.37081499e-05	0.1482254697	2.04698592e-05	0.1662763466	4.827952683e-06	0.04049844237
102	Desulfovibrionia	45	1.27508511e-05	0	0.04808475958	5.489009363e-06	4.808744692e-06	2.483386306e-05	5.573227319e-06	0.04175365344	2.218376144e-05	0.07025761124	1.09135585e-05	0.02803738318
103	Lineage IIb	105	1.035860018e-05	0	0.1483292584	8.653674773e-06	1.249197804e-05	9.981839187e-06	1.300122752e-05	0.1774530271	7.801619346e-06	0.1779859485	9.816582492e-06	0.06542056075
104	Desulfotomaculia	45	9.961007335e-06	0	0.07008964955	6.460969469e-06	9.752563304e-06	1.287541928e-05	3.662407045e-06	0.06889352818	5.45982145e-06	0.05386416862	2.534741204e-05	0.09345794393
105	Lineage IIc	125	9.256981179e-06	0	0.1401792991	5.220965048e-06	1.563967064e-05	7.294097879e-06	1.219685834e-05	0.1628392484	9.897816889e-06	0.1779859485	4.017610435e-06	0.05607476636
106	Lineage IIa	87	7.806514829e-06	0	0.1181744091	6.11132116e-06	1.159054488e-05	6.095326214e-06	1.025962602e-05	0.127348643	7.657756775e-06	0.1592505855	4.34383392e-06	0.04984423676
107	Synergistia	39	4.704995165e-06	0	0.0293398533	1.629600206e-06	1.64395026e-07	1.076831917e-05	4.6994316e-06	0.02922755741	7.972075595e-06	0.04449648712	3.673677617e-07	0.009345794393
108	Deferribacteres	13	4.22117611e-06	0	0.03015484923	2.163725335e-06	1.021616428e-07	9.146737715e-06	1.04142032e-06	0.01670146138	1.048808193e-05	0.06088992974	6.296939801e-07	0.009345794393
109	Endomicrobiia	25	4.109107499e-06	0	0.01874490628	7.362999571e-07	9.873941211e-07	9.265346324e-06	7.570137447e-07	0.01461377871	1.084586616e-05	0.03278688525	1.497833863e-07	0.006230529595
110	Kryptonia	2	3.679396869e-06	0	0.0065199674	0	0	9.524514679e-06	1.007094591e-07	0.002087682672	1.370788875e-07	0.004683840749	1.373161197e-05	0.01557632399
111	P9X2b3D02	11	3.305039478e-06	0	0.01548492258	1.316129394e-06	3.302717968e-06	4.867822278e-06	8.720161833e-07	0.004175365344	1.441451752e-07	0.009367681499	1.114030436e-05	0.04049844237
112	AT-s3-28	11	3.135633191e-06	0	0.06356968215	6.991342392e-07	6.013646739e-06	2.734482239e-06	2.594996606e-06	0.05427974948	4.083863346e-06	0.09133489461	2.68102462e-06	0.04049844237
113	WWE3	23	2.366383429e-06	0	0.0260798696	2.311586812e-08	2.873093907e-06	3.798110941e-06	1.246050319e-06	0.02087682672	3.268673809e-06	0.03044496487	2.837914793e-06	0.02803738318
114	Leptospirae	3	2.216288849e-06	0	0.00488997555	5.454756206e-06	3.74695643e-07	1.154974828e-06	5.074286996e-08	0.002087682672	0	0	8.395889665e-06	0.01557632399
115	Desulfobulbia	6	2.013572887e-06	0	0.03504482478	1.071607944e-06	5.055779674e-07	3.964959011e-06	1.940036147e-06	0.02922755741	2.940954846e-06	0.05152224824	8.896850418e-07	0.02180685358
116	Desulfitobacteriia	14	1.720011421e-06	0	0.03015484923	1.350182335e-06	9.868923044e-08	3.313471704e-06	8.866789356e-07	0.02505219207	3.751505337e-06	0.04215456674	2.611901061e-07	0.02180685358
117	Dojkabacteria	10	1.478192783e-06	0	0.0423797881	2.044861362e-06	2.404160418e-06	2.89175102e-07	2.744385938e-06	0.06263048017	7.968196539e-07	0.037470726	4.951392149e-07	0.01869158879
118	Microgenomatia	15	1.32940151e-06	0	0.01792991035	9.062313999e-07	4.421544788e-07	2.374676615e-06	2.236718047e-07	0.01670146138	6.53850759e-07	0.02107728337	3.878014281e-06	0.01557632399
119	Nanoarchaeia	77	1.212927846e-06	0	0.04971475143	1.824827059e-07	1.224187574e-06	2.012581086e-06	1.302703173e-06	0.06471816284	1.284894501e-06	0.04449648712	9.832326957e-07	0.03426791277
120	AD3	3	1.18787668e-06	0	0.00814995925	1.537542943e-07	0	2.954278669e-06	0	0	7.968898183e-07	0.02107728337	3.480538113e-06	0.003115264798
121	Halanaerobiia	20	1.105426066e-06	0	0.0162999185	4.966886285e-07	1.955122519e-06	9.001855132e-07	6.208871546e-07	0.008350730689	4.351129304e-07	0.009367681499	2.72012341e-06	0.03738317757
122	Thermaerobacteria	2	1.033370975e-06	0	0.01792991035	1.243751034e-06	5.808307425e-07	1.232013267e-06	2.300077722e-07	0.002087682672	1.213936779e-06	0.02341920375	1.99196716e-06	0.03426791277
123	Chitinivibrionia	3	8.344194865e-07	0	0.00488997555	1.477984367e-06	1.156116541e-06	7.076397336e-08	4.660734205e-08	0.002087682672	3.821968744e-07	0.004683840749	2.611556784e-06	0.009345794393
124	Nitrososphaeria	20	6.384941262e-07	0	0.02526487368	2.178854801e-08	4.357295014e-07	1.285472601e-06	4.836265576e-07	0.02922755741	4.044667082e-07	0.02576112412	1.180896845e-06	0.01869158879
125	Methanobacteria	3	4.887930245e-07	0	0.008964955175	0	0	1.265293336e-06	7.120852229e-07	0.004175365344	5.702545932e-07	0.018735363	4.723211204e-08	0.003115264798
126	Thermoanaerobacteria	6	4.598759647e-07	0	0.0065199674	9.927964558e-07	1.262139668e-07	3.098312358e-07	7.584527499e-07	0.008350730689	4.706532586e-07	0.009367681499	0	0
127	Nanosalinia	16	4.14087854e-07	0	0.004074979625	0	1.352277735e-08	1.06104139e-06	0	0	0	0	1.582821797e-06	0.01557632399
128	Ignavibacteria	1	3.259638629e-07	0	0.002444987775	0	1.049757637e-06	0	0	0	0	0	1.245974018e-06	0.009345794393
129	D8A-2	1	2.315233179e-07	0	0.004074979625	0	0	5.993230192e-07	0	0	0	0	8.849816545e-07	0.01557632399
130	Lentisphaeria	4	2.266143636e-07	0	0.004074979625	5.794598183e-08	5.884488237e-07	6.814539458e-08	0	0	4.47268779e-08	0.002341920375	8.067210194e-07	0.01246105919
131	Deep Sea Euryarchaeotic Group(DSEG)	9	2.051326938e-07	0	0.007334963325	0	0	5.310080492e-07	5.341364752e-08	0.006263048017	9.46356089e-08	0.002341920375	5.785148696e-07	0.01557632399
132	Moorellia	5	1.669396676e-07	0	0.0065199674	3.810486328e-07	5.805906305e-08	8.642273788e-08	8.583582697e-08	0.004175365344	3.820223946e-08	0.002341920375	4.592126318e-07	0.01557632399
133	Thermodesulfobacteria	1	1.521215705e-07	0	0.00488997555	1.342822599e-07	5.550259668e-08	2.437841286e-07	0	0	3.793187887e-07	0.01170960187	7.689733406e-08	0.003115264798
134	Sulfobacillia	4	1.205310123e-07	0	0.0065199674	1.180395677e-07	0	2.193688458e-07	1.229440617e-07	0.006263048017	2.084340668e-07	0.01170960187	0	0
135	Aenigmarchaeia	6	1.157230363e-07	0	0.00488997555	0	1.327415887e-07	1.928641778e-07	4.250990465e-08	0.002087682672	9.48075778e-08	0.004683840749	2.527946589e-07	0.009345794393
136	Syntrophobacteria	5	9.086275268e-08	0	0.004074979625	0	4.613919991e-08	1.981214396e-07	2.186502434e-07	0.006263048017	1.581997885e-08	0.004683840749	0	0
137	Thermacetogenia	1	7.393540871e-08	0	0.000814995925	0	2.381069462e-07	0	1.893919551e-07	0.002087682672	0	0	0	0
138	Dissulfuribacteria	1	4.675271321e-08	0	0.002444987775	7.641821509e-08	5.168215765e-08	1.950865197e-08	0	0	6.657511947e-08	0.002341920375	9.014954236e-08	0.006230529595
139	Aminicenantia	1	3.603966895e-08	0	0.000814995925	1.18872779e-07	0	0	0	0	1.035612969e-07	0.002341920375	0	0
