rank	genus	phylum	class	n_asvs	mean_relative_abundance	median_relative_abundance	prevalence	mean_surface	mean_shallow_subsurface	mean_root_adjacent	mean_west_third	prevalence_west_third	mean_central_third	prevalence_central_third	mean_east_third	prevalence_east_third
61	Aquibacillus	Bacillota	Bacilli	315	0.001860318543	0	0.1760391198	0.0007249030191	0.002120085098	0.002542604444	8.459005147e-05	0.09185803758	5.937048541e-05	0.1217798595	0.006905735264	0.3738317757
62	Azospirillum	Pseudomonadota	Alphaproteobacteria	360	0.001820605861	0.0008543768888	0.858190709	0.001791028676	0.001104901019	0.002419100076	0.001506041978	0.8977035491	0.001614772651	0.9133489461	0.002563804867	0.7258566978
63	Gaiella	Actinomycetota	Thermoleophilia	583	0.00166918947	0.0007080967646	0.792991035	0.001407826364	0.002657432517	0.001079962624	0.001844605072	0.891440501	0.002011886388	0.9227166276	0.0009515706001	0.4735202492
64	Daejeonella	Bacteroidota	Bacteroidia	62	0.0016377194	0.000489312872	0.7579462103	0.001128003979	0.001005714942	0.002545752807	0.001683836141	0.8183716075	0.002250130682	0.9367681499	0.0007542628987	0.4299065421
65	Vallicoccus	Actinomycetota	Actinobacteria	138	0.00158292077	0.0004082100766	0.7416462918	0.002865039393	0.001439527594	0.0006919601629	0.002418089493	0.8538622129	0.0009123916135	0.7330210773	0.001228622114	0.5856697819
66	Telluribacter	Bacteroidota	Bacteroidia	308	0.001553239822	0.0003995155874	0.7465362673	0.001494006387	0.0009931286141	0.002049942791	0.001274024095	0.7724425887	0.001709047036	0.8641686183	0.001762631262	0.5514018692
67	Sphingomonas	Pseudomonadota	Alphaproteobacteria	754	0.001548788139	0.000685528689	0.7970660147	0.001863859378	0.001584561957	0.001272762135	0.002080711357	0.891440501	0.001099569665	0.8758782201	0.001352604546	0.5514018692
68	Roseisolibacter	Gemmatimonadota	Gemmatimonadia	730	0.001543158931	0.0007063975044	0.8109209454	0.002203974497	0.001764509026	0.0008466235383	0.002222640879	0.8997912317	0.00126817039	0.9227166276	0.0008950226514	0.5295950156
69	Mycobacterium	Actinomycetota	Actinobacteria	617	0.001518345795	0.0002942946518	0.7701711491	0.001049293959	0.0010214706	0.002285849449	0.002360627308	0.872651357	0.00102396593	0.8430913349	0.0009191163776	0.5202492212
70	Terribacillus	Bacillota	Bacilli	308	0.001506917686	0.0001706494683	0.7008964955	0.000949311604	0.0007688434691	0.002537794773	0.001526318172	0.8100208768	0.0008862214012	0.7142857143	0.002303629465	0.5202492212
71	DSSF69	Pseudomonadota	Alphaproteobacteria	188	0.00147812083	0.0001050267141	0.65199674	0.0006175477894	0.0005851833708	0.002871248135	0.001360624018	0.6972860125	0.001726275282	0.7728337237	0.001323351426	0.4236760125
72	Salmonella	Pseudomonadota	Gammaproteobacteria	195	0.001446850796	0	0.1206193969	0.002937477755	0.0006346683297	0.0009298218729	4.152395236e-05	0.05427974948	5.595367901e-05	0.1030444965	0.005394092623	0.2429906542
73	Sediminibacillus	Bacillota	Bacilli	253	0.001374931866	0	0.1646291769	0.0005174146407	0.0008477680023	0.002471653046	2.897356439e-05	0.08768267223	4.279023576e-05	0.08430913349	0.005155425642	0.3862928349
74	Croceibacterium	Pseudomonadota	Alphaproteobacteria	200	0.001361930201	0.000473596969	0.8427057865	0.0009722165776	0.000936456271	0.002009776266	0.001401047055	0.9290187891	0.0009496460923	0.8899297424	0.001851987338	0.6510903427
75	Marmoricola	Actinomycetota	Actinobacteria	178	0.001290434733	0.0006564110258	0.7872860636	0.0015562048	0.001495550527	0.0009169841367	0.001986756656	0.8997912317	0.0009785370359	0.8782201405	0.0006662668683	0.4984423676
76	Litchfieldia	Bacillota	Bacilli	175	0.001256991245	0	0.3325183374	0.0004484174825	0.001618640922	0.001600875028	0.000570010869	0.3215031315	0.0002638550284	0.2716627635	0.003603199236	0.4299065421
77	Pelagibacterium	Pseudomonadota	Alphaproteobacteria	150	0.001218724957	0	0.4506927465	0.0002573966273	0.0002841976799	0.002724355823	0.001063552765	0.4279749478	0.0009384377965	0.5035128806	0.001823117783	0.4143302181
78	Pir4 lineage	Planctomycetota	Planctomycetes	540	0.001182068647	0.0001951414776	0.7563162184	0.0005620984423	0.0006839740633	0.002068994707	0.0009659799226	0.8058455115	0.001015876262	0.8173302108	0.001725590912	0.6012461059
79	Peredibacter	Bdellovibrionota	Bacteriovoracia	1008	0.001178269095	0.000625470447	0.8508557457	0.0009830847859	0.00116302344	0.001343706137	0.0007678131521	0.8747390397	0.001358354165	0.9531615925	0.0015512039	0.6791277259
80	Verrucosispora	Actinomycetota	Actinobacteria	57	0.001172146188	0.0001757297667	0.6487367563	0.0006447816339	0.000824006802	0.001865860787	0.001160978803	0.6784968685	0.0009948687468	0.8196721311	0.001424627947	0.3769470405
81	Novosphingobium	Pseudomonadota	Alphaproteobacteria	193	0.00116733135	0.0002484833945	0.7343113284	0.0011994505	0.0009242513659	0.001337510993	0.001047036336	0.8350730689	0.00185101346	0.8454332553	0.0004373907	0.4361370717
82	Arcticibacter	Bacteroidota	Bacteroidia	263	0.001135468042	0.0003298113238	0.7326813366	0.001006035045	0.0006284545641	0.001644584519	0.00116459589	0.8225469729	0.001369615617	0.8524590164	0.0007805357887	0.4392523364
83	MND1	Pseudomonadota	Gammaproteobacteria	758	0.001127391293	0.0004070202392	0.7905460473	0.000944446339	0.001755266189	0.0007662840944	0.001162987005	0.8705636743	0.001028882019	0.8946135831	0.001205313767	0.5327102804
84	Limnobacter	Pseudomonadota	Gammaproteobacteria	124	0.001075748905	4.463963794e-05	0.5672371638	0.001954776039	0.001042196528	0.0004128488234	0.002193953282	0.8350730689	0.000402744363	0.5011709602	0.0003023938963	0.2554517134
85	Kocuria	Actinomycetota	Actinobacteria	148	0.001064161009	0.0001390218038	0.6218418908	0.001322724564	0.0007307518636	0.001129231141	0.001173342267	0.7473903967	0.0004286746347	0.5761124122	0.001746574901	0.4953271028
86	Opitutus	Verrucomicrobiota	Verrucomicrobiia	531	0.0010482208	0.0005716012183	0.7832110839	0.0006849708276	0.001571681667	0.0009125465365	0.000923193965	0.8559498956	0.001505132601	0.9344262295	0.0006269949881	0.4735202492
87	Mesobacillus	Bacillota	Bacilli	176	0.001025695753	5.712735115e-05	0.5664221679	0.0003470467423	0.001010334758	0.001570653499	0.0005287700582	0.6263048017	0.0006988016239	0.6206088993	0.002202054636	0.4049844237
88	Brucella	Pseudomonadota	Alphaproteobacteria	32	0.001022302901	0	0.2991035045	0.0006502694767	0.0018345451	0.0006614002774	0.0002463791578	0.3068893528	0.0003348041252	0.3419203747	0.003094668791	0.230529595
89	Pedomicrobium	Pseudomonadota	Alphaproteobacteria	331	0.001009931149	0.0001501370342	0.6992665037	0.0009906504611	0.000892732335	0.001119266937	0.0009937907665	0.7766179541	0.001087940611	0.8430913349	0.0009302464214	0.3925233645
90	Acidibacter	Pseudomonadota	Gammaproteobacteria	1157	0.001006287989	0.0002706168946	0.7701711491	0.0007215467849	0.001527008965	0.000811201567	0.000875662683	0.8183716075	0.0009711509339	0.9039812646	0.001247948562	0.5202492212
91	Kallotenue	Chloroflexota	Chloroflexia	226	0.001002963342	1.699084571e-05	0.5175224124	0.001651921532	0.001084905277	0.000427789663	0.002161402068	0.7954070981	0.0001191913424	0.3606557377	0.0004499368441	0.3115264798
92	Pantoea	Pseudomonadota	Gammaproteobacteria	121	0.0009743546397	0	0.4123879381	0.0005959078435	0.0002078182838	0.0018875035	0.001218035357	0.4530271399	0.001274891216	0.4824355972	0.0002109522058	0.2585669782
93	Saccharomonospora	Actinomycetota	Actinobacteria	121	0.0009700366092	0	0.4979625102	0.000370833245	0.0002719317842	0.002001432368	0.0008998777565	0.4885177453	0.00102534204	0.5409836066	0.001001160196	0.4548286604
94	Streptococcus	Bacillota	Bacilli	116	0.0009660780857	0	0.3854930725	0.0003782468079	0.00155949133	0.000950429962	0.0002405954141	0.375782881	0.001815213135	0.4800936768	0.000919117131	0.2741433022
95	Isoptericola	Actinomycetota	Actinobacteria	28	0.000954626358	0.0001384056922	0.6422167889	0.0005648645559	0.0006490434428	0.001506142141	0.0008869689082	0.7098121086	0.0006856378429	0.6885245902	0.001413398988	0.4797507788
96	Saccharibacillus	Bacillota	Bacilli	114	0.0009524266891	2.307472483e-05	0.5248573757	0.0009474530967	0.0004067284951	0.001394960842	0.000941363954	0.5553235908	0.001209817342	0.6510538642	0.000626548937	0.3115264798
97	Actinophytocola	Actinomycetota	Actinobacteria	341	0.000943445052	0.0001042155177	0.6454767726	0.0007823578431	0.0008474538689	0.001147025395	0.001360899625	0.764091858	0.0009472017149	0.7658079625	0.000315517216	0.308411215
98	Bryobacter	Acidobacteriota	Acidobacteriae	541	0.0009373607021	0.0002910910407	0.7571312143	0.0008573544461	0.0009860455753	0.0009610176441	0.001304014168	0.885177453	0.0007759758413	0.8641686183	0.0006049131177	0.4236760125
99	Nitrospira	Nitrospirota	Nitrospiria	642	0.0009246869715	0.0003978637227	0.7799511002	0.0007476200609	0.001325345225	0.0007416027858	0.001145200214	0.866388309	0.0008801394185	0.8852459016	0.0006548924597	0.5109034268
100	Sporocytophaga	Bacteroidota	Bacteroidia	359	0.0009202266372	0.000177993366	0.7090464548	0.001206639766	0.00102057101	0.0006147901605	0.001191084086	0.7954070981	0.0007167429809	0.7634660422	0.000786727582	0.507788162
101	Rhodocista	Pseudomonadota	Alphaproteobacteria	67	0.0008900670852	4.345151383e-05	0.5525672372	0.001000547967	0.000395686849	0.001200742153	0.0002554624638	0.4300626305	0.0007982868096	0.6557377049	0.001959119395	0.5981308411
102	OM27 clade	Bdellovibrionota	Bdellovibrionia	978	0.0008836981615	0.0005944431149	0.8728606357	0.000698146457	0.001019827948	0.0009199002405	0.0009241543164	0.9144050104	0.001005060421	0.9578454333	0.0006618907384	0.6978193146
103	TM7a	Patescibacteria	Saccharimonadia	290	0.0008529614613	5.649637717e-05	0.586797066	0.0004456428044	0.0003908255779	0.001544092921	0.000796146067	0.5949895616	0.001156827073	0.718969555	0.0005335345384	0.3987538941
104	Arenimicrobium	Acidobacteriota	Blastocatellia	540	0.0008507715849	0	0.2754686227	0.0004794831999	0.001470427161	0.0006440848856	0.001441136394	0.5010438413	0.0001418522976	0.1569086651	0.0009128394737	0.09657320872
105	Truepera	Deinococcota	Deinococci	315	0.0008470810065	0	0.4743276284	0.0005917068353	0.0005459679085	0.001289535188	0.0002961066926	0.5010438413	0.0001845940136	0.4332552693	0.002550503568	0.4890965732
106	Roseicella	Pseudomonadota	Alphaproteobacteria	124	0.0008407993419	0.0004976782229	0.7872860636	0.0007868925784	0.0008802396218	0.0008514039185	0.00092617678	0.8684759916	0.0008423879689	0.868852459	0.0007112848976	0.5576323988
107	Parviterribacter	Actinomycetota	Thermoleophilia	710	0.0008278428824	0.0004430511456	0.8076609617	0.0008787709919	0.001152330956	0.0005270512939	0.001006813762	0.8997912317	0.0008443308647	0.9016393443	0.000538847805	0.5451713396
108	Georgenia	Actinomycetota	Actinobacteria	292	0.0008236833453	2.036971024e-05	0.5224123879	0.0008185418833	0.0004119386453	0.001158677764	0.0007611721546	0.5782881002	0.000769439089	0.5199063232	0.0009891199738	0.4423676012
109	Gracilibacillus	Bacillota	Bacilli	339	0.0008218399591	0	0.2876935615	0.0001443177806	0.0004564195761	0.001647290205	0.000295376004	0.2400835073	0.0005220402948	0.3021077283	0.002006234636	0.3395638629
110	Turicibacter	Bacillota	Bacilli	39	0.0007915215543	0	0.3920130399	0.0001736342554	0.0001797439184	0.001768191079	0.001770156742	0.4864300626	0.0001242268642	0.4379391101	0.0002188379967	0.1900311526
111	Dongia	Pseudomonadota	Alphaproteobacteria	245	0.0007834315128	0.0001907140704	0.7098614507	0.0005188251863	0.0008346239	0.0009499489262	0.0009404259896	0.7912317328	0.0009622458415	0.8852459016	0.0003113004451	0.3551401869
112	Zhihengliuella	Actinomycetota	Actinobacteria	297	0.0007818498173	0	0.1075794621	2.769968739e-05	7.935141816e-05	0.001938380911	5.872174841e-05	0.1043841336	0.002149550053	0.1381733021	4.157051588e-05	0.07165109034
113	Falsirhodobacter	Pseudomonadota	Alphaproteobacteria	47	0.000780608327	0	0.4148329258	0.0006751893856	0.0004913283739	0.001095864674	0.0005616712189	0.3048016701	0.001123694165	0.5925058548	0.0006509298901	0.3426791277
114	Brevibacillus	Bacillota	Bacilli	263	0.0007776065133	7.248014257e-05	0.6405867971	0.001285613564	0.0006330218365	0.0004951342329	0.000436285604	0.6680584551	0.0004917539524	0.7213114754	0.001667175856	0.492211838
115	Oceanobacillus	Bacillota	Bacilli	416	0.0007743556025	0	0.4498777506	0.0002982388948	0.0002116075339	0.001600352289	0.0008288951482	0.5177453027	0.0009145204414	0.4332552693	0.0005065212455	0.3707165109
116	Glycomyces	Actinomycetota	Actinobacteria	280	0.0007726524831	3.42947289e-05	0.5639771801	0.0005524315434	0.0008210460809	0.0009065854552	0.0005608590419	0.617954071	0.001352431572	0.7259953162	0.000317460544	0.2679127726
117	Neorhizobium	Pseudomonadota	Alphaproteobacteria	53	0.0007572501192	2.956268345e-05	0.5281173594	0.0003869418478	0.0003330207969	0.001388866256	0.001127295732	0.5803757829	0.000615705057	0.6112412178	0.0003933494739	0.3395638629
118	Nitrosomonas	Pseudomonadota	Gammaproteobacteria	31	0.0007410326105	0	0.1890790546	0.002325818643	8.461411969e-05	2.490400432e-05	0.0001112536768	0.3528183716	2.377586991e-05	0.1358313817	0.002634904067	0.01557632399
119	Saccharothrix	Actinomycetota	Actinobacteria	211	0.0007386224183	0	0.4686226569	0.0002545873131	0.0008525601241	0.001026915231	0.0008164369386	0.6158663883	0.001118554087	0.5081967213	0.0001171146998	0.1962616822
120	Staphylococcus	Bacillota	Bacilli	300	0.0007251099878	0	0.3308883456	0.001327670964	0.0001861086208	0.0006854619665	0.0002050514314	0.2881002088	0.0002405206607	0.3278688525	0.002145757001	0.3987538941
121	Nafulsella	Bacteroidota	Bacteroidia	71	0.0007143453788	0	0.06438467808	0.0003241671472	0.0009685287988	0.0008162492166	1.734553499e-06	0.01461377871	1.423703522e-05	0.03044496487	0.002709008457	0.1838006231
