profile	trip	site	compartment	depth	lat	lon	lib_series	lib_number	dna_conc	dna_kit
e0895_22Sr1	1	22	Surface	32727.0	19.97866972222222	48.63943555555556	JUL_M25	895	0	Pro
e0896_22Sr3	1	22	Surface	301456.0	19.97866972222222	48.63943555555556	JUL_M25	896	0	Pro
e0897_23PRr2	1	23	Rhizosphere	61807.0	20.049265555555557	48.773331388888884	JUL_M25	897	1.84489254216971	Pro
e0898_23PRr3	1	23	Rhizosphere	168736.0	20.049265555555557	48.773331388888884	JUL_M25	898		
e0899_23Sr1	1	23	Surface	603514.0	20.049265555555557	48.773331388888884	JUL_M25	899	0	Pro
e0900_24Sr1	1	24	Surface	55712.0	20.09273861111111	48.89939527777778	JUL_M25	900		
e0901_29PRr2	1	29	Rhizosphere	431788.0	20.2597976	49.5675445	JUL_M25	901	0	Pro
e0902_29Sr2	1	29	Surface	410151.0	20.2597976	49.5675445	JUL_M25	902	0	Pro
e0903_32PRr1	1	32	Rhizosphere	314296.0	20.310684166666668	50.09302138888889	JUL_M25	903	0	PowerSoil
e0904_32PRr3	1	32	Rhizosphere	156644.0	20.310684166666668	50.09302138888889	JUL_M25	904	0	Pro
e0905_33Dr1	1	33	Deep	523517.0	20.317507777777777	50.30307027777778	JUL_M25	905	0	Pro
e0906_33Sr2	1	33	Surface	271531.0	20.317507777777777	50.30307027777778	JUL_M25	906	0	Pro
e0907_34Dr3	1	34	Deep	431609.0	20.344394444444443	50.5153725	JUL_M25	907	0.019950338213888	Pro
e0908_35PRr1	1	35	Rhizosphere	205859.0	20.371795833333334	50.72999222222222	JUL_M25	908	0.014111787493083	
e0909_35Sr1	1	35	Surface	489712.0	20.371795833333334	50.72999222222222	JUL_M25	909	0	Pro
e0910_36Sr1	1	36	Surface	20015.0	20.42319	51.14483	JUL_M25	910	0.015653411336865	PowerSoil
e0911_38Sr3	1	38	Surface	460036.0	20.4610275	51.370224722222225	JUL_M25	911	0.005020159696419	Pro
e0912_40PRr3	1	40	Rhizosphere	379688.0	20.54718	51.82559	JUL_M25	912	0.006482725907186	Pro
e0913_43Sr1	1	43	Surface	193191.0	20.567575555555557	52.22413277777778	JUL_M25	913	0	Pro
e0914_44PRr2	1	44	Rhizosphere	216052.0	20.56783	52.41036	JUL_M25	914	0.041189026800538	Pro
e0915_45Dr1	1	45	Deep	339044.0	20.56346	52.46776	JUL_M25	915	0.002885603605028	Pro
e0916_45Sr1	1	45	Surface	512753.0	20.56346	52.46776	JUL_M25	916	0.02229425251008	Pro
e0917_46Dr1	1	46	Deep	129263.0	20.553746111111113	52.66920777777778	JUL_M25	917	0	Pro
e0918_46Sr3	1	46	Surface	107990.0	20.553746111111113	52.66920777777778	JUL_M25	918	0.011977231401692	Pro
e0919_49PRr2	1	49	Rhizosphere	109413.0	20.644662222222223	53.28794	JUL_M25	919	0.031425409123251	Pro
e0920_51Sr2	1	51	Surface	159042.0	20.7987	53.487	JUL_M25	920	0.023875405170369	Pro
e0921_50PRr1	1	50	Rhizosphere	506213.0	20.71385	53.4123	JUL_M25	921	0.007629061585896	Pro
e0922_54Dr1	1	54	Deep	406279.0	20.92017888888889	53.962204444444446	JUL_M25	922	0	PowerSoil
e0923_54Dr2	1	54	Deep	404123.0	20.92017888888889	53.962204444444446	JUL_M25	923	0.006121959026889	Pro
e0924_55PRr1	1	55	Rhizosphere	71865.0	20.9022725	54.0024376	JUL_M25	924	4.89192541613316	Pro
e0925_57PRr1	1	57	Rhizosphere	249953.0	20.7349775	54.41764333333333	JUL_M25	925	0	Pro
e0926_57Sr2	1	57	Surface	94954.0	20.7349775	54.41764333333333	JUL_M25	926	0.002200704225352	Pro
e0927_60Dr2	1	60	Deep	147421.0	20.706374444444442	54.732105555555556	JUL_M25	927	0.02812900128041	Pro
e0928_60Dr3	1	60	Deep	267243.0	20.706374444444442	54.732105555555556	JUL_M25	928	0	Pro
e683_T4PRr1	2	4	Rhizosphere	545420.0	19.379571666666667	45.55182694444444			1.936265308	PowerSoil
e695_T6Dr2	2	6	Deep	299544.0	19.405739166666667	45.8161425				
e705_T5PRr1	2	5	Rhizosphere	301075.0	19.407155277777775	45.659501388888884				
e707_T7Dr3	2	7	Deep	570327.0	19.407005277777778	45.953943611111114				
e717_T6PRr3	2	6	Rhizosphere	1068.0	19.405739166666667	45.8161425			14.3	Pro
e719_T8Sr3	2	8	Surface	603513.0	19.393154166666665	46.110734722222226			0.189	Pro
e730_T6Dr1	2	6	Deep	500407.0	19.405739166666667	45.8161425			0.02806829356	PowerSoil
e734_T5Sr2	2	5	Surface	2054565.0	19.407155277777775	45.659501388888884			2.65	Pro
e740_T6Sr3	2	6	Surface	1406593.0	19.405739166666667	45.8161425			0	Pro
e744_T8PRr3	2	8	Rhizosphere	619986.0	19.393154166666665	46.110734722222226			0	Pro
e753_T4Sr1	2	4	Surface	226775.0	19.379571666666667	45.55182694444444			0	Pro
e756_T2PRr3	2	2	Rhizosphere	662013.0	19.203468333333333	45.2447675			39.3	Pro
e758_T7PRr3	2	7	Rhizosphere	573620.0	19.407005277777778	45.953943611111114			0	Pro
e767_T1PRr3	2	1	Rhizosphere	470193.0	19.149770555555556	45.166511388888885			5.122106016	PowerSoil
e768_T5Sr1	2	5	Surface	1082336.0	19.407155277777775	45.659501388888884			1.18	Pro
e8287_F1Dr1	3	1	Deep	65186.0	19.149770555555556	45.166511388888885	JUL_M23	8287	2.94105588	PowerSoil
e8288_F1Dr2	3	1	Deep	245876.0	19.149770555555556	45.166511388888885	JUL_M23	8288	2.017349136	PowerSoil
e8289_F1Dr3	3	1	Deep	292153.0	19.149770555555556	45.166511388888885	JUL_M23	8289	2.507607049	PowerSoil
e8290_F1Sr1	3	1	Surface	359728.0	19.149770555555556	45.166511388888885	JUL_M23	8290	0.4025397686	PowerSoil
e8291_F1Sr2	3	1	Surface	225120.0	19.149770555555556	45.166511388888885	JUL_M23	8291	0.03860378483	PowerSoil
e8292_F1Sr3	3	1	Surface	20899.0	19.149770555555556	45.166511388888885	JUL_M23	8292	0.1378631196	PowerSoil
e8293_F1PRr1	3	1	Rhizosphere	25526.0	19.149770555555556	45.166511388888885	JUL_M23	8293	0.1990558957	PowerSoil
e8295_F1PRr3	3	1	Rhizosphere	106346.0	19.149770555555556	45.166511388888885	JUL_M23	8295	1.016704107	PowerSoil
e8296_F2Dr1	3	2	Deep	100426.0	19.203468333333333	45.2447675	JUL_M23	8296	0.99702222	PowerSoil
e8297_F2Dr2	3	2	Deep	181585.0	19.203468333333333	45.2447675	JUL_M23	8297	0.1442597329	PowerSoil
e8298_F2Dr3	3	2	Deep	115610.0	19.203468333333333	45.2447675	JUL_M23	8298	0.7281855358	PowerSoil
e8299_F2Sr1	3	2	Surface	126413.0	19.203468333333333	45.2447675	JUL_M23	8299	0.2252685907	PowerSoil
e8300_F2Sr2	3	2	Surface	117996.0	19.203468333333333	45.2447675	JUL_M23	8300	0.5720723864	PowerSoil
e8301_F2Sr3	3	2	Surface	84084.0	19.203468333333333	45.2447675	JUL_M23	8301	0.4096968184	PowerSoil
e8302_F2PRr1	3	2	Rhizosphere	71876.0	19.203468333333333	45.2447675	JUL_M23	8302	11.369824	PowerSoil
e8303_F2PRr2	3	2	Rhizosphere	82212.0	19.203468333333333	45.2447675	JUL_M23	8303	10.9001426	PowerSoil
e8304_F2PRr3	3	2	Rhizosphere	92968.0	19.203468333333333	45.2447675	JUL_M23	8304	26.54724279	PowerSoil
e8305_F3Dr1	3	3	Deep	947140.0	19.301079444444444	45.384414166666666	JUL_M23	8305	0.1725748113	PowerSoil
e8306_F3Dr2	3	3	Deep	604120.0	19.301079444444444	45.384414166666666	JUL_M23	8306	0.009796659268	PowerSoil
e8307_F3Dr3	3	3	Deep	559759.0	19.301079444444444	45.384414166666666	JUL_M23	8307	0.03426482337	PowerSoil
e8308_F3Sr1	3	3	Surface	442560.0	19.301079444444444	45.384414166666666	JUL_M23	8308	0.09013454359	PowerSoil
e8309_F3Sr2	3	3	Surface	411830.0	19.301079444444444	45.384414166666666	JUL_M23	8309	0.03006005659	PowerSoil
e8310_F3Sr3	3	3	Surface	596714.0	19.301079444444444	45.384414166666666	JUL_M23	8310	0.005055113757	PowerSoil
e8311_F3PRr1	3	3	Rhizosphere	242775.0	19.301079444444444	45.384414166666666	JUL_M23	8311	0.2387327907	PowerSoil
e8312_F3PRr2	3	3	Rhizosphere	245510.0	19.301079444444444	45.384414166666666	JUL_M23	8312	0.152713998	PowerSoil
e8313_F4Dr1	3	4	Deep	88184.0	19.379571666666667	45.55182694444444	JUL_M23	8313	3.421025534	PowerSoil
e8314_F4Dr2	3	4	Deep	142014.0	19.379571666666667	45.55182694444444	JUL_M23	8314	1.949804478	PowerSoil
e8315_F4Sr1	3	4	Surface	99243.0	19.379571666666667	45.55182694444444	JUL_M23	8315	0.2802436797	PowerSoil
e8316_F4Sr2	3	4	Surface	39522.0	19.379571666666667	45.55182694444444	JUL_M23	8316	0.501843835	PowerSoil
e8317_F4Sr3	3	4	Surface	134267.0	19.379571666666667	45.55182694444444	JUL_M23	8317	0.3376790045	PowerSoil
e8318_F4PRr1	3	4	Rhizosphere	130184.0	19.379571666666667	45.55182694444444	JUL_M23	8318	3.692546112	PowerSoil
e8319_F4PRr2	3	4	Rhizosphere	54274.0	19.379571666666667	45.55182694444444	JUL_M23	8319	5.219234303	PowerSoil
e8320_F5Dr2	3	5	Deep	86938.0	19.407155277777775	45.659501388888884	JUL_M23	8320	1.636236233	PowerSoil
e8321_F5Dr3	3	5	Deep	70801.0	19.407155277777775	45.659501388888884	JUL_M23	8321	1.194735721	PowerSoil
e8322_F5Sr1	3	5	Surface	157478.0	19.407155277777775	45.659501388888884	JUL_M23	8322	0.1006911921	PowerSoil
e8323_F5Sr2	3	5	Surface	165773.0	19.407155277777775	45.659501388888884	JUL_M23	8323	0.4096968184	PowerSoil
e8324_F5Sr3	3	5	Surface	174865.0	19.407155277777775	45.659501388888884	JUL_M23	8324	0.1728879322	PowerSoil
e8325_F5PRr2	3	5	Rhizosphere	70036.0	19.407155277777775	45.659501388888884	JUL_M23	8325	2.208800219	PowerSoil
e8326_F6Dr1	3	6	Deep	418339.0	19.405739166666667	45.8161425	JUL_M23	8326	0.06396658016	PowerSoil
e8327_F6Sr1	3	6	Surface	523646.0	19.405739166666667	45.8161425	JUL_M23	8327	0.01297260013	PowerSoil
e8328_F6Sr2	3	6	Surface	533756.0	19.405739166666667	45.8161425	JUL_M23	8328	0.0482658021	PowerSoil
e8329_F6Sr3	3	6	Surface	790945.0	19.405739166666667	45.8161425	JUL_M23	8329	0.0189218978	PowerSoil
e8330_F6PRr1	3	6	Rhizosphere	310850.0	19.405739166666667	45.8161425	JUL_M23	8330	0.8596963264	PowerSoil
e8331_F6PRr2	3	6	Rhizosphere	293785.0	19.405739166666667	45.8161425	JUL_M23	8331	0.05323100541	PowerSoil
e8332_F6PRr3	3	6	Rhizosphere	383731.0	19.405739166666667	45.8161425	JUL_M23	8332	4.812177094	PowerSoil
e8333_F7Dr1	3	7	Deep	416799.0	19.407005277777778	45.953943611111114	JUL_M23	8333	0.01400142604	PowerSoil
e8334_F7Dr2	3	7	Deep	278908.0	19.407005277777778	45.953943611111114	JUL_M23	8334	0.02992586191	PowerSoil
e8335_F7Dr3	3	7	Deep	429300.0	19.407005277777778	45.953943611111114	JUL_M23	8335	0.007381154951	PowerSoil
e8336_F7Sr1	3	7	Surface	320810.0	19.407005277777778	45.953943611111114	JUL_M23	8336	0.01471713103	PowerSoil
e8337_F7Sr2	3	7	Surface	299452.0	19.407005277777778	45.953943611111114	JUL_M23	8337	0.05117335359	PowerSoil
e8338_F7Sr3	3	7	Surface	386671.0	19.407005277777778	45.953943611111114	JUL_M23	8338	0.06875285723	PowerSoil
e8339_F7PRr1	3	7	Rhizosphere	465559.0	19.407005277777778	45.953943611111114	JUL_M23	8339	0.01418035229	PowerSoil
e8340_F7PRr2	3	7	Rhizosphere	302418.0	19.407005277777778	45.953943611111114	JUL_M23	8340	0.07005007251	PowerSoil
e8341_F7PRr3	3	7	Rhizosphere	274655.0	19.407005277777778	45.953943611111114	JUL_M23	8341	0.06396658016	PowerSoil
e8342_F8Dr1	3	8	Deep	582742.0	19.393154166666665	46.110734722222226	JUL_M23	8342	0.006531255284	PowerSoil
e8343_F8Dr2	3	8	Deep	562919.0	19.393154166666665	46.110734722222226	JUL_M23	8343	0.006486523722	PowerSoil
e8344_F8Dr3	3	8	Deep	862464.0	19.393154166666665	46.110734722222226	JUL_M23	8344	0.01874297155	PowerSoil
e8345_F8Sr1	3	8	Surface	970816.0	19.393154166666665	46.110734722222226	JUL_M23	8345	0.006486523722	PowerSoil
e8346_F8Sr2	3	8	Surface	557980.0	19.393154166666665	46.110734722222226	JUL_M23	8346	0.02674992105	PowerSoil
e8347_F8Sr3	3	8	Surface	525361.0	19.393154166666665	46.110734722222226	JUL_M23	8347	0	PowerSoil
e8348_F8PRr1	3	8	Rhizosphere	195828.0	19.393154166666665	46.110734722222226	JUL_M23	8348	0.2301443309	PowerSoil
e8349_F8PRr2	3	8	Rhizosphere	194259.0	19.393154166666665	46.110734722222226	JUL_M23	8349	0.3000597614	PowerSoil
e8350_F8PRr3	3	8	Rhizosphere	385437.0	19.393154166666665	46.110734722222226	JUL_M23	8350	0.5631260741	PowerSoil
e8351_F9Dr1	3	9	Deep	293173.0	19.411200277777777	46.30267361111111	JUL_M23	8351	0.01954813966	PowerSoil
e8352_F9Dr2	3	9	Deep	570537.0	19.411200277777777	46.30267361111111	JUL_M23	8352	0.02308193301	PowerSoil
e8353_F9Dr3	3	9	Deep	808904.0	19.411200277777777	46.30267361111111	JUL_M23	8353	0.01030012431	PowerSoil
e8354_F9Sr1	3	9	Surface	337605.0	19.411200277777777	46.30267361111111	JUL_M23	8354	0.004128929142	PowerSoil
e8355_F9Sr2	3	9	Surface	366893.0	19.411200277777777	46.30267361111111	JUL_M23	8355	0.007369916533	PowerSoil
e8356_F9Sr3	3	9	Surface	344643.0	19.411200277777777	46.30267361111111	JUL_M23	8356	0	PowerSoil
e8357_F9PRr1	3	9	Rhizosphere	235844.0	19.411200277777777	46.30267361111111	JUL_M23	8357	0.3833244539	PowerSoil
e8358_F9PRr2	3	9	Rhizosphere	118884.0	19.411200277777777	46.30267361111111	JUL_M23	8358	0.6634700764	PowerSoil
e8359_F9PRr3	3	9	Rhizosphere	140418.0	19.411200277777777	46.30267361111111	JUL_M23	8359	0.2663825253	PowerSoil
e8360_F10Dr1	3	10	Deep	395144.0	19.420469722222222	46.460795277777784	JUL_M23	8360	0	PowerSoil
e8361_F10Dr2	3	10	Deep	392740.0	19.420469722222222	46.460795277777784	JUL_M23	8361	0	PowerSoil
e8362_F10Dr3	3	10	Deep	895184.0	19.420469722222222	46.460795277777784	JUL_M23	8362	0.0005327650506	PowerSoil
e8363_F10Sr1	3	10	Surface	468163.0	19.420469722222222	46.460795277777784	JUL_M23	8363	0.005860415557	PowerSoil
e8364_F10Sr2	3	10	Surface	502953.0	19.420469722222222	46.460795277777784	JUL_M23	8364	0	PowerSoil
e8365_F10Sr3	3	10	Surface	377127.0	19.420469722222222	46.460795277777784	JUL_M23	8365	0.0002663825253	PowerSoil
e8366_F10PRr1	3	10	Rhizosphere	163550.0	19.420469722222222	46.460795277777784	JUL_M23	8366	0.3664535606	PowerSoil
e8367_F10PRr2	3	10	Rhizosphere	304503.0	19.420469722222222	46.460795277777784	JUL_M23	8367	0.03303143314	PowerSoil
e8368_F11Dr1	3	11	Deep	491207.0	19.44435222222222	46.6356325	JUL_M23	8368	0.003152193216	PowerSoil
e8369_F11Dr2	3	11	Deep	567856.0	19.44435222222222	46.6356325	JUL_M23	8369	0.009012608773	PowerSoil
e8370_F11Dr3	3	11	Deep	662151.0	19.44435222222222	46.6356325	JUL_M23	8370	0.004439708755	PowerSoil
e8371_F11Sr1	3	11	Surface	217217.0	19.44435222222222	46.6356325	JUL_M23	8371	0	PowerSoil
e8372_F11Sr2	3	11	Surface	1590916.0	19.44435222222222	46.6356325	JUL_M23	8372	0.001509500977	PowerSoil
e8373_F11Sr3	3	11	Surface	618608.0	19.44435222222222	46.6356325	JUL_M23	8373	0.001731486414	PowerSoil
e8374_F1PRr2	3	1	Rhizosphere	68130.0	19.149770555555556	45.166511388888885	JUL_M23	8374	0.717449961	PowerSoil
e8375_F11PRr1	3	11	Rhizosphere	295163.0	19.44435222222222	46.6356325	JUL_M23	8375	0.07068016338	PowerSoil
e8376_F12Sr3	3	12	Surface	341036.0	19.47793361111111	46.83437333333334	JUL_M23	8376	0	PowerSoil
e8377_F13Sr2	3	13	Surface	432646.0	19.52934611111111	47.053284444444444	JUL_M23	8377	0	PowerSoil
e8378_F14Sr1	3	14	Surface	348877.0	19.581338055555555	47.2920225	JUL_M23	8378	0	PowerSoil
e8379_F15Dr3	3	15	Deep	199851.0	19.613749722222224	47.47587194444445	JUL_M23	8379	0.1195613568	PowerSoil
e8380_F16Dr2	3	16	Deep	199855.0	19.644455833333332	47.62611861111111	JUL_M23	8380	0.9271887764	PowerSoil
e8381_F17Dr1	3	17	Deep	1009475.0	19.676460000000002	47.82730555555556	JUL_M23	8381	0.01238678743	Pro
e8382_F17PRr3	3	17	Rhizosphere	116812.0	19.676460000000002	47.82730555555556	JUL_M23	8382	1.064819748	Pro
e8383_F18PRr2	3	18	Rhizosphere	659928.0	19.732518055555555	48.046860555555554	JUL_M23	8383	0.01127686024	Pro
e8384_F19PRr1	3	19	Rhizosphere	149999.0	19.81231916666667	48.24049472222222	JUL_M23	8384	2.339863694	Pro
e8385_F20Sr3	3	20	Surface	335302.0	19.869310833333333	48.42464444444444	JUL_M23	8385	0.03408589712	Pro
e8386_F21Sr2	3	21	Surface	297009.0	19.9011325	48.48646388888889	JUL_M23	8386	1.199208878	Pro
e8387_F11PRr2	3	11	Rhizosphere	367593.0	19.44435222222222	46.6356325	JUL_M23	8387	0.05966968567	PowerSoil
e8388_F12PRr1	3	12	Rhizosphere	175452.0	19.47793361111111	46.83437333333334	JUL_M23	8388	0.6976558338	PowerSoil
e8389_F13Sr3	3	13	Surface	437309.0	19.52934611111111	47.053284444444444	JUL_M23	8389	0.007547504884	PowerSoil
e8390_F14Sr2	3	14	Surface	134620.0	19.581338055555555	47.2920225	JUL_M23	8390	0.07072456047	PowerSoil
e8391_F15Sr1	3	15	Surface	69531.0	19.613749722222224	47.47587194444445	JUL_M23	8391	0.3464748712	PowerSoil
e8392_F16Dr3	3	16	Deep	423880.0	19.644455833333332	47.62611861111111	JUL_M23	8392	0.003596164092	PowerSoil
e8393_F17Dr2	3	17	Deep	349658.0	19.676460000000002	47.82730555555556	JUL_M23	8393	0.01203161073	Pro
e8394_F18Dr1	3	18	Deep	602210.0	19.732518055555555	48.046860555555554	JUL_M23	8394	0	Pro
e8395_F18PRr3	3	18	Rhizosphere	609880.0	19.732518055555555	48.046860555555554	JUL_M23	8395	0	Pro
e8396_F19PRr2	3	19	Rhizosphere	240223.0	19.81231916666667	48.24049472222222	JUL_M23	8396	0.9402131369	Pro
e8397_F20PRr1	3	20	Rhizosphere	426599.0	19.869310833333333	48.42464444444444	JUL_M23	8397	0.0195034081	Pro
e8398_F21Sr3	3	21	Surface	292019.0	19.9011325	48.48646388888889	JUL_M23	8398	0.5993586389	Pro
e8399_F11PRr3	3	11	Rhizosphere	563387.0	19.44435222222222	46.6356325	JUL_M23	8399	0.005061267981	PowerSoil
e8400_F12PRr2	3	12	Rhizosphere	113346.0	19.47793361111111	46.83437333333334	JUL_M23	8400	0.5915467945	PowerSoil
e8401_F13PRr1	3	13	Rhizosphere	131374.0	19.52934611111111	47.053284444444444	JUL_M23	8401	2.040667732	PowerSoil
e8402_F14Sr3	3	14	Surface	240291.0	19.581338055555555	47.2920225	JUL_M23	8402	0.02872491565	PowerSoil
e8403_F15Sr2	3	15	Surface	112093.0	19.613749722222224	47.47587194444445	JUL_M23	8403	0.382880483	PowerSoil
e8404_F16Sr1	3	16	Surface	310310.0	19.644455833333332	47.62611861111111	JUL_M23	8404	0.02641626709	PowerSoil
e8405_F17Dr3	3	17	Deep	524932.0	19.676460000000002	47.82730555555556	JUL_M23	8405	0.005949209732	Pro
e8406_F18Dr2	3	18	Deep	591644.0	19.732518055555555	48.046860555555554	JUL_M23	8406	0	Pro
e8407_F19Dr1	3	19	Deep	959051.0	19.81231916666667	48.24049472222222	JUL_M23	8407	0.004306517492	Pro
e8408_F19PRr3	3	19	Rhizosphere	133484.0	19.81231916666667	48.24049472222222	JUL_M23	8408	1.018046054	Pro
e8409_F20PRr2	3	20	Rhizosphere	665373.0	19.869310833333333	48.42464444444444	JUL_M23	8409	0.01664058817	Pro
e8410_F21PRr1	3	21	Rhizosphere	68085.0	19.9011325	48.48646388888889	JUL_M23	8410	0.8726684792	Pro
e8411_F12Dr1	3	12	Deep	337470.0	19.47793361111111	46.83437333333334	JUL_M23	8411	0.1753684958	PowerSoil
e8412_F12PRr3	3	12	Rhizosphere	160699.0	19.47793361111111	46.83437333333334	JUL_M23	8412	1.066595631	PowerSoil
e8413_F13PRr2	3	13	Rhizosphere	143880.0	19.52934611111111	47.053284444444444	JUL_M23	8413	1.739211508	PowerSoil
e8414_F14PRr1	3	14	Rhizosphere	51655.0	19.581338055555555	47.2920225	JUL_M23	8414	2.953027881	PowerSoil
e8415_F15Sr3	3	15	Surface	243728.0	19.613749722222224	47.47587194444445	JUL_M23	8415	0.1710175812	PowerSoil
e8416_F16Sr2	3	16	Surface	329610.0	19.644455833333332	47.62611861111111	JUL_M23	8416	0.03898064287	PowerSoil
e8417_F17Sr1	3	17	Surface	560472.0	19.676460000000002	47.82730555555556	JUL_M23	8417	0.02677144379	Pro
e8418_F18Dr3	3	18	Deep	446705.0	19.732518055555555	48.046860555555554	JUL_M23	8418	0.01691529036	Pro
e8419_F19Dr2	3	19	Deep	923962.0	19.81231916666667	48.24049472222222	JUL_M23	8419	0.009634167999	Pro
e8420_F20Dr1	3	20	Deep	577705.0	19.869310833333333	48.42464444444444	JUL_M23	8420	0.01435927853	Pro
e8421_F20PRr3	3	20	Rhizosphere	471970.0	19.869310833333333	48.42464444444444	JUL_M23	8421	0.01341991574	Pro
e8422_F21PRr2	3	21	Rhizosphere	575564.0	19.9011325	48.48646388888889	JUL_M23	8422	0.1815211236	Pro
e8423_F12Dr2	3	12	Deep	404342.0	19.47793361111111	46.83437333333334	JUL_M23	8423	0.1148552655	PowerSoil
e8424_F13Dr1	3	13	Deep	325171.0	19.52934611111111	47.053284444444444	JUL_M23	8424	0.1555229977	PowerSoil
e8425_F13PRr3	3	13	Rhizosphere	177534.0	19.52934611111111	47.053284444444444	JUL_M23	8425	0.9667021843	PowerSoil
e8426_F14PRr2	3	14	Rhizosphere	86902.0	19.581338055555555	47.2920225	JUL_M23	8426	3.012519979	PowerSoil
e8427_F15PRr1	3	15	Rhizosphere	54675.0	19.613749722222224	47.47587194444445	JUL_M23	8427	1.991830936	PowerSoil
e8428_F16Sr3	3	16	Surface	164128.0	19.644455833333332	47.62611861111111	JUL_M23	8428	0.0206890428	PowerSoil
e8429_F17Sr2	3	17	Surface	402647.0	19.676460000000002	47.82730555555556	JUL_M23	8429	0.005816018469	Pro
e8430_F18Sr1	3	18	Surface	781948.0	19.732518055555555	48.046860555555554	JUL_M23	8430	0.006038003907	Pro
e8431_F19Dr3	3	19	Deep	647619.0	19.81231916666667	48.24049472222222	JUL_M23	8431	0.01842479133	Pro
e8432_F20Dr2	3	20	Deep	553393.0	19.869310833333333	48.42464444444444	JUL_M23	8432	0.009259880531	Pro
e8433_F21Dr1	3	21	Deep	269446.0	19.9011325	48.48646388888889	JUL_M23	8433	0.08382739343	Pro
e8434_F21PRr3	3	21	Rhizosphere	405949.0	19.9011325	48.48646388888889	JUL_M23	8434	0.1024200917	Pro
e8435_F13Dr2	3	13	Deep	530623.0	19.52934611111111	47.053284444444444	JUL_M23	8435	0.06162315752	PowerSoil
e8436_F14Dr1	3	14	Deep	519873.0	19.581338055555555	47.2920225	JUL_M23	8436	0.01434025928	PowerSoil
e8437_F14PRr3	3	14	Rhizosphere	136444.0	19.581338055555555	47.2920225	JUL_M23	8437	1.876842479	PowerSoil
e8438_F15PRr2	3	15	Rhizosphere	99873.0	19.613749722222224	47.47587194444445	JUL_M23	8438	8.639406855	PowerSoil
e8439_F16PRr1	3	16	Rhizosphere	311261.0	19.644455833333332	47.62611861111111	JUL_M23	8439	0.02490676612	PowerSoil
e8440_F17Sr3	3	17	Surface	838920.0	19.676460000000002	47.82730555555556	JUL_M23	8440	0	Pro
e8441_F18Sr2	3	18	Surface	753731.0	19.732518055555555	48.046860555555554	JUL_M23	8441	0.02055585154	Pro
e8442_F19Sr1	3	19	Surface	637908.0	19.81231916666667	48.24049472222222	JUL_M23	8442	0.01851358551	Pro
e8443_F20Dr3	3	20	Deep	585222.0	19.869310833333333	48.42464444444444	JUL_M23	8443	0.007112765582	Pro
e8444_F21Dr2	3	21	Deep	404073.0	19.9011325	48.48646388888889	JUL_M23	8444	0.06557691637	Pro
e8445_F22Dr1	3	22	Deep	504875.0	19.97866972222222	48.63943555555556	JUL_M23	8445	0.01999476056	Pro
e8446_F13Dr3	3	13	Deep	497692.0	19.52934611111111	47.053284444444444	JUL_M23	8446	0.01940152726	PowerSoil
e8447_F14Dr2	3	14	Deep	631428.0	19.581338055555555	47.2920225	JUL_M23	8447	0.03609483218	PowerSoil
e8448_F15Dr1	3	15	Deep	185203.0	19.613749722222224	47.47587194444445	JUL_M23	8448	0.05034629728	PowerSoil
e8449_F15PRr3	3	15	Rhizosphere	83317.0	19.613749722222224	47.47587194444445	JUL_M23	8449	4.594832179	PowerSoil
e8450_F16PRr2	3	16	Rhizosphere	220294.0	19.644455833333332	47.62611861111111	JUL_M23	8450	0.08706268869	PowerSoil
e8451_F17PRr1	3	17	Rhizosphere	173549.0	19.676460000000002	47.82730555555556	JUL_M23	8451	0.3247202983	Pro
e8452_F18Sr3	3	18	Surface	1078208.0	19.732518055555555	48.046860555555554	JUL_M23	8452	0.005594033031	Pro
e8453_F19Sr2	3	19	Surface	683217.0	19.81231916666667	48.24049472222222	JUL_M23	8453	0.03556206713	Pro
e8454_F21Dr3	3	21	Deep	527574.0	19.9011325	48.48646388888889	JUL_M23	8454		
e8455_F22Dr2	3	22	Deep	421545.0	19.97866972222222	48.63943555555556	JUL_M23	8455	0.07987407089	Pro
e8456_F12Sr2	3	12	Surface	403346.0	19.47793361111111	46.83437333333334	JUL_M23	8456	0.02801456224	PowerSoil
e8457_F13Sr1	3	13	Surface	1008371.0	19.52934611111111	47.053284444444444	JUL_M23	8457	0	PowerSoil
e8458_F14Dr3	3	14	Deep	670883.0	19.581338055555555	47.2920225	JUL_M23	8458	0	PowerSoil
e8459_F15Dr2	3	15	Deep	85453.0	19.613749722222224	47.47587194444445	JUL_M23	8459	0.08457645178	PowerSoil
e8460_F16Dr1	3	16	Deep	169939.0	19.644455833333332	47.62611861111111	JUL_M23	8460	0.1366098384	PowerSoil
e8461_F16PRr3	3	16	Rhizosphere	160856.0	19.644455833333332	47.62611861111111	JUL_M23	8461	0.04861481087	PowerSoil
e8462_F17PRr2	3	17	Rhizosphere	223165.0	19.676460000000002	47.82730555555556	JUL_M23	8462	0.3597939975	Pro
e8463_F18PRr1	3	18	Rhizosphere	522502.0	19.732518055555555	48.046860555555554	JUL_M23	8463	0	Pro
e8464_F19Sr3	3	19	Surface	536547.0	19.81231916666667	48.24049472222222	JUL_M23	8464	0.005549635944	Pro
e8465_F20Sr2	3	20	Surface	418757.0	19.869310833333333	48.42464444444444	JUL_M23	8465	0.02988113035	Pro
