contrast	first_compartment	second_compartment	genus	phylum	n_sites	n_blocks	mean_clr_difference	ci_low	ci_high	sign_flip_p	committed_loading	q_bh_600	supported_q_lt_0_05	higher_in
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Aeromonas	Pseudomonadota	60	191	-0.1158324125	-0.4494189206	0.1713145792	0.4835	-0.1158324125	0.5699410609	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	YC-ZSS-LKJ147	Gemmatimonadota	60	191	-0.1135822624	-0.4931264558	0.2876045073	0.5815	-0.1135822624	0.6671128107	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Myxococcus	Myxococcota	60	191	-0.1066145048	-0.5358786903	0.3386709847	0.6555	-0.1066145048	0.7398496241	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Bauldia	Pseudomonadota	60	191	-0.1050457348	-0.5444164167	0.3535286766	0.656	-0.1050457348	0.7398496241	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Escherichia-Shigella	Pseudomonadota	60	191	-0.07469411347	-0.6035261173	0.4456133136	0.7735	-0.07469411347	0.8317204301	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Actinophytocola	Actinomycetota	60	191	-0.0743608241	-0.444091271	0.3106625552	0.7074	-0.0743608241	0.7816574586	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Pajaroellobacter	Myxococcota	60	191	-0.05706376443	-0.4006643336	0.3056369375	0.7473	-0.05706376443	0.8122826087	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Streptococcus	Bacillota	60	191	-0.05036880078	-0.5866894752	0.4913875856	0.8643	-0.05036880078	0.9020869565	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Ramlibacter	Pseudomonadota	60	191	-0.04949047065	-0.3540498355	0.2754757741	0.7637	-0.04949047065	0.8226570916	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Adhaeribacter	Bacteroidota	60	191	-0.04646033381	-0.4443713392	0.3492554721	0.8236	-0.04646033381	0.8684710018	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Flavisolibacter	Bacteroidota	60	191	-0.03585798018	-0.3497777518	0.3019265906	0.8336	-0.03585798018	0.8744055944	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Nonomuraea	Actinomycetota	60	191	-0.01874388661	-0.4565967506	0.403879627	0.933	-0.01874388661	0.9552901024	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Candidatus Alysiosphaera	Pseudomonadota	60	191	-0.01444030354	-0.3332914526	0.3198501928	0.9321	-0.01444030354	0.9552901024	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Peredibacter	Bdellovibrionota	60	191	-0.01195710275	-0.3192259472	0.2903892226	0.9456	-0.01195710275	0.9607094595	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Limibaculum	Pseudomonadota	60	191	-0.006009780803	-0.512936368	0.5041336692	0.9824	-0.006009780803	0.9824	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Segetibacter	Bacteroidota	60	191	0.02182810008	-0.3146459277	0.3469869806	0.9	0.02182810008	0.9294320138	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Pir4 lineage	Planctomycetota	60	191	0.03886888344	-0.4002571599	0.5206268007	0.8711	0.03886888344	0.9073958333	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Turicibacter	Bacillota	60	191	0.05026025169	-0.3806410012	0.4716132981	0.816	0.05026025169	0.8637037037	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	I-8	Planctomycetota	60	191	0.06186793745	-0.378553248	0.5526930786	0.8004	0.06186793745	0.8514893617	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Enterococcus	Bacillota	60	191	0.1023092327	-0.4067560625	0.6034961342	0.6992	0.1023092327	0.7754528651	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Rhizorhabdus	Pseudomonadota	60	191	0.107372105	-0.2358709093	0.4775805183	0.583	0.107372105	0.6675572519	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Halalkalibacter	Bacillota	60	191	0.1094961689	-0.5188565827	0.7371991235	0.733	0.1094961689	0.8025547445	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Neobacillus	Bacillota	60	191	0.1135244386	-0.2933099236	0.5280490523	0.5959	0.1135244386	0.6784440228	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Cytophaga	Bacteroidota	60	191	0.1284503261	-0.295417825	0.5802895761	0.5731	0.1284503261	0.66	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Roseicella	Pseudomonadota	60	191	0.1460368639	-0.224880568	0.5399255805	0.4724	0.1460368639	0.5601581028	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Tumebacillus	Bacillota	60	191	0.1532215292	-0.3504535244	0.6754794877	0.5725	0.1532215292	0.66	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Sandaracinus	Myxococcota	60	191	0.164676056	-0.2243868018	0.5688290027	0.4195	0.164676056	0.5157786885	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	[Polyangium] brachysporum group	Pseudomonadota	60	191	0.1709863545	-0.2641701631	0.6165204253	0.4401	0.1709863545	0.5334545455	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Acinetobacter	Pseudomonadota	60	191	0.2018835122	-0.3007609905	0.6764926364	0.44	0.2018835122	0.5334545455	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Phenylobacterium	Pseudomonadota	60	191	0.2630313005	-0.01454042103	0.5488257411	0.068	0.2630313005	0.1120879121	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Chthoniobacter	Verrucomicrobiota	60	191	0.2633415551	-0.0582587497	0.6219134494	0.1412	0.2633415551	0.2026794258	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Oceanobacillus	Bacillota	60	191	0.2780609258	-0.3001738685	0.8573905917	0.3446	0.2780609258	0.4349685535	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Bacillus	Bacillota	60	191	0.2843325844	-0.08448071814	0.701332348	0.1623	0.2843325844	0.2280562061	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Noviherbaspirillum	Pseudomonadota	60	191	0.2971353757	-0.08919754908	0.7538030953	0.1749	0.2971353757	0.2423502304	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Tautonia	Planctomycetota	60	191	0.3064907847	-0.071228461	0.6822716536	0.1142	0.3064907847	0.174213198	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	SM1A02	Planctomycetota	60	191	0.3132316646	-0.1333988792	0.7516668098	0.1683	0.3132316646	0.2348372093	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Polygonibacillus	Bacillota	60	191	0.3199217625	-0.2254205906	0.8070528725	0.2356	0.3199217625	0.3134368071	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Mesobacillus	Bacillota	60	191	0.3302253976	-0.1695885352	0.8396506881	0.2086	0.3302253976	0.2822972973	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Nocardioides	Actinomycetota	60	191	0.3308002104	0.03071795334	0.6494974173	0.051	0.3308002104	0.08973607038	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Niastella	Bacteroidota	60	191	0.3397912135	-0.1002947036	0.7557760438	0.1161	0.3397912135	0.1763544304	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Staphylococcus	Bacillota	60	191	0.342120149	-0.2119532145	0.8902840271	0.2543	0.342120149	0.3338730853	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Saccharomonospora	Actinomycetota	60	191	0.3618844893	-0.1028103519	0.8302421439	0.1492	0.3618844893	0.2121327014	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Cnuella	Bacteroidota	60	191	0.3861013227	-0.0064687224	0.7742358658	0.0509	0.3861013227	0.08973607038	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Brucella	Pseudomonadota	60	191	0.388816562	-0.3213129933	1.048006352	0.2758	0.388816562	0.3588311688	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Abditibacterium	Abditibacteriota	60	191	0.3967365626	-0.01685601906	0.8306945819	0.0697	0.3967365626	0.1145753425	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Crossiella	Actinomycetota	60	191	0.3975398351	-0.08838604991	0.889594252	0.1182	0.3975398351	0.1770149254	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Sediminibacillus	Bacillota	60	191	0.4093255556	-0.04580396634	0.9210854568	0.106	0.4093255556	0.1651948052	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Sphingoaurantiacus	Pseudomonadota	60	191	0.4310741387	0.04961833256	0.8448933804	0.0436	0.4310741387	0.08049230769	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Streptomyces	Actinomycetota	60	191	0.4340574571	0.09722088404	0.8073115726	0.0187	0.4340574571	0.03936842105	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Niallia	Bacillota	60	191	0.4476907118	-0.07941122433	0.9943381263	0.1183	0.4476907118	0.1770149254	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Paenibacillus	Bacillota	60	191	0.4511302306	0.1184271972	0.8284720372	0.0104	0.4511302306	0.02354716981	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	SH-PL14	Planctomycetota	60	191	0.4660420124	0.03877561053	0.8965913419	0.0382	0.4660420124	0.07318471338	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Ornithinibacillus	Bacillota	60	191	0.4686583771	-0.138968921	1.084232952	0.1398	0.4686583771	0.2016346154	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Microvirga	Pseudomonadota	60	191	0.4692917198	0.1799423377	0.8030642992	0.0017	0.4692917198	0.004857142857	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Kocuria	Actinomycetota	60	191	0.4814343223	0.02196724054	0.9183388038	0.0426	0.4814343223	0.07950464396	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Aquibacillus	Bacillota	60	191	0.5144171998	0.04878269883	0.9857901105	0.0383	0.5144171998	0.07318471338	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Pelagibius	Pseudomonadota	60	191	0.5243575276	0.131444321	0.9375934509	0.0125	0.5243575276	0.02747252747	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Methylobacillus	Pseudomonadota	60	191	0.5635268736	0.1330476738	0.9742618616	0.0113	0.5635268736	0.02520446097	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Mycobacterium	Actinomycetota	60	191	0.5700606721	0.1418354798	1.029369789	0.0184	0.5700606721	0.03887323944	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Prauserella	Actinomycetota	60	191	0.573793254	0.01986712635	1.11091285	0.0394	0.573793254	0.07481012658	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Hydrocarboniphaga	Pseudomonadota	60	191	0.6039852808	0.1898566621	1.012500253	0.0076	0.6039852808	0.01774319066	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Gracilibacillus	Bacillota	60	191	0.6140549299	0.1223757598	1.122632675	0.0184	0.6140549299	0.03887323944	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Halomonas	Pseudomonadota	60	191	0.682988498	0.01991491685	1.388050128	0.0595	0.682988498	0.1025862069	False	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Kineococcus	Actinomycetota	60	191	0.7344394536	0.3463883001	1.125665041	0.0002	0.7344394536	0.0007947019868	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Novosphingobium	Pseudomonadota	60	191	0.7345205125	0.3048021015	1.183343835	0.0021	0.7345205125	0.005753424658	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Chelativorans	Pseudomonadota	60	191	0.7816954307	0.3660380338	1.217983914	0.0005	0.7816954307	0.001724137931	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Rhodococcus	Actinomycetota	60	191	0.7876802736	0.3043928146	1.292310356	0.0036	0.7876802736	0.009230769231	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Terribacillus	Bacillota	60	191	0.8615607762	0.3492816523	1.39481541	0.0019	0.8615607762	0.005277777778	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Caulobacter	Pseudomonadota	60	191	0.8619774084	0.4126304016	1.304806092	0.0006	0.8619774084	0.001978021978	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Croceibacterium	Pseudomonadota	60	191	0.8675801007	0.438958348	1.318664993	0.0001	0.8675801007	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Roseomonas	Pseudomonadota	60	191	0.8707935094	0.5459581219	1.207877309	0.0001	0.8707935094	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Daejeonella	Bacteroidota	60	191	0.8885867662	0.5197814216	1.241254519	0.0001	0.8885867662	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Litchfieldia	Bacillota	60	191	0.8914566908	0.2979687919	1.490643759	0.0039	0.8914566908	0.009873417722	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Pontibacter	Bacteroidota	60	191	0.909513579	0.5296706736	1.348195018	0.0001	0.909513579	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Massilia	Pseudomonadota	60	191	0.9607045363	0.707790431	1.224780298	0.0001	0.9607045363	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Rufibacter	Bacteroidota	60	191	0.9779093845	0.580502412	1.353950689	0.0001	0.9779093845	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Metabacillus	Bacillota	60	191	0.9862517007	0.6730610119	1.318147251	0.0001	0.9862517007	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Domibacillus	Bacillota	60	191	1.008366294	0.6430737159	1.413113886	0.0001	1.008366294	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Georgenia	Actinomycetota	60	191	1.012104926	0.3341317466	1.640405309	0.004	1.012104926	0.01008403361	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Paracoccus	Pseudomonadota	60	191	1.089941546	0.6139794195	1.563755181	0.0003	1.089941546	0.001118012422	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Amycolatopsis	Actinomycetota	60	191	1.103220658	0.5384668891	1.657949858	0.0003	1.103220658	0.001118012422	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Arthrobacter	Actinomycetota	60	191	1.131293092	0.7569447127	1.550567492	0.0001	1.131293092	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Arsenicitalea	Pseudomonadota	60	191	1.139100775	0.6409839261	1.640973688	0.0001	1.139100775	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Sandaracinobacter	Pseudomonadota	60	191	1.15189803	0.5361522243	1.728576107	0.0005	1.15189803	0.001724137931	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Nesterenkonia	Actinomycetota	60	191	1.209242093	0.6866154009	1.756139211	0.0001	1.209242093	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Lysinibacillus	Bacillota	60	191	1.238105899	0.8500127474	1.653271699	0.0001	1.238105899	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Saccharibacillus	Bacillota	60	191	1.258051647	0.723894509	1.726547261	0.0001	1.258051647	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	MM2	Pseudomonadota	60	191	1.265019307	0.8052884268	1.729058447	0.0001	1.265019307	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Ohtaekwangia	Bacteroidota	60	191	1.283951683	0.8537190415	1.750954099	0.0001	1.283951683	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Tepidisphaera	Planctomycetota	60	191	1.300153906	0.8035852719	1.822956896	0.0001	1.300153906	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Arcticibacter	Bacteroidota	60	191	1.339567066	0.9026167802	1.77288801	0.0001	1.339567066	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Isoptericola	Actinomycetota	60	191	1.355459533	0.9142144715	1.835208787	0.0001	1.355459533	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Falsirhodobacter	Pseudomonadota	60	191	1.380893951	0.923107197	1.822615526	0.0001	1.380893951	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Plastorhodobacter	Pseudomonadota	60	191	1.383851573	0.9517569401	1.846422303	0.0001	1.383851573	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Telluribacter	Bacteroidota	60	191	1.404692706	0.898770049	1.888892531	0.0001	1.404692706	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Azospirillum	Pseudomonadota	60	191	1.449825388	1.116962716	1.791600569	0.0001	1.449825388	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Cupriavidus	Pseudomonadota	60	191	1.451091421	0.9471337565	1.957361905	0.0001	1.451091421	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	DSSF69	Pseudomonadota	60	191	1.45690927	0.9516963373	1.9670056	0.0001	1.45690927	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Pantoea	Pseudomonadota	60	191	1.62655598	1.003917252	2.233319005	0.0001	1.62655598	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Rhodocista	Pseudomonadota	60	191	1.631365466	1.107547695	2.162209528	0.0001	1.631365466	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Nibribacter	Bacteroidota	60	191	1.74847752	1.402790151	2.11897177	0.0001	1.74847752	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Neorhizobium	Pseudomonadota	60	191	1.763617708	1.205730589	2.330773501	0.0001	1.763617708	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Pseudomonas	Pseudomonadota	60	191	1.874624983	1.380321777	2.378625917	0.0001	1.874624983	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Devosia	Pseudomonadota	60	191	1.945856575	1.443468576	2.495217062	0.0001	1.945856575	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Brevundimonas	Pseudomonadota	60	191	1.952101003	1.515819017	2.360026751	0.0001	1.952101003	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Planococcus	Bacillota	60	191	1.988989893	1.424524686	2.575738246	0.0001	1.988989893	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	TM7a	Patescibacteria	60	191	2.008785449	1.463242846	2.566827125	0.0001	2.008785449	0.0004285714286	True	root_adjacent
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Pelagibacterium	Pseudomonadota	60	191	2.365776476	1.783566354	2.955407383	0.0001	2.365776476	0.0004285714286	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Bradyrhizobium	Pseudomonadota	60	182	-2.267980841	-3.043718555	-1.516891749	0.0001	-2.267980841	0.0004285714286	True	surface
Rhizosphere-Surface	root_adjacent	surface	Deinococcus	Deinococcota	60	182	-2.008217715	-2.47760149	-1.530378708	0.0001	-2.008217715	0.0004285714286	True	surface
Rhizosphere-Surface	root_adjacent	surface	Oxalophagus	Bacillota	60	182	-1.745135613	-2.327283379	-1.196763538	0.0001	-1.745135613	0.0004285714286	True	surface
Rhizosphere-Surface	root_adjacent	surface	Blastococcus	Actinomycetota	60	182	-1.726650739	-2.183958124	-1.287674407	0.0001	-1.726650739	0.0004285714286	True	surface
Rhizosphere-Surface	root_adjacent	surface	Vallicoccus	Actinomycetota	60	182	-1.64281327	-2.136001739	-1.169575974	0.0001	-1.64281327	0.0004285714286	True	surface
Rhizosphere-Surface	root_adjacent	surface	Rubrobacter	Actinomycetota	60	182	-1.576692298	-2.014866148	-1.157230417	0.0001	-1.576692298	0.0004285714286	True	surface
Rhizosphere-Surface	root_adjacent	surface	Limnobacter	Pseudomonadota	60	182	-1.54894345	-1.93438333	-1.149038246	0.0001	-1.54894345	0.0004285714286	True	surface
Rhizosphere-Surface	root_adjacent	surface	Cystobacter	Myxococcota	60	182	-1.54049899	-2.009117576	-1.062108007	0.0001	-1.54049899	0.0004285714286	True	surface
Rhizosphere-Surface	root_adjacent	surface	Symbiobacterium	Bacillota	60	182	-1.475567109	-2.052664728	-0.9261262073	0.0001	-1.475567109	0.0004285714286	True	surface
Rhizosphere-Surface	root_adjacent	surface	Geodermatophilus	Actinomycetota	60	182	-1.361105267	-1.718591306	-0.9892308484	0.0001	-1.361105267	0.0004285714286	True	surface
Rhizosphere-Surface	root_adjacent	surface	Modestobacter	Actinomycetota	60	182	-1.347063691	-1.784118951	-0.9393336443	0.0001	-1.347063691	0.0004285714286	True	surface
Rhizosphere-Surface	root_adjacent	surface	Rubritepida	Pseudomonadota	60	182	-1.284655967	-1.69528733	-0.8802709062	0.0001	-1.284655967	0.0004285714286	True	surface
Rhizosphere-Surface	root_adjacent	surface	Lysobacter	Pseudomonadota	60	182	-1.26111791	-1.608291535	-0.8669020515	0.0001	-1.26111791	0.0004285714286	True	surface
Rhizosphere-Surface	root_adjacent	surface	Kineosporia	Actinomycetota	60	182	-1.252200598	-1.651825138	-0.8146203451	0.0001	-1.252200598	0.0004285714286	True	surface
Rhizosphere-Surface	root_adjacent	surface	MND1	Pseudomonadota	60	182	-1.194973535	-1.57022259	-0.8076066893	0.0001	-1.194973535	0.0004285714286	True	surface
Rhizosphere-Surface	root_adjacent	surface	Nitrospira	Nitrospirota	60	182	-1.179103987	-1.5749937	-0.770150065	0.0001	-1.179103987	0.0004285714286	True	surface
Rhizosphere-Surface	root_adjacent	surface	Cellulomonas	Actinomycetota	60	182	-1.15191087	-1.507678052	-0.7972873481	0.0001	-1.15191087	0.0004285714286	True	surface
Rhizosphere-Surface	root_adjacent	surface	Gaiella	Actinomycetota	60	182	-1.131616353	-1.541669093	-0.7037812211	0.0001	-1.131616353	0.0004285714286	True	surface
Rhizosphere-Surface	root_adjacent	surface	Roseisolibacter	Gemmatimonadota	60	182	-1.098101273	-1.449295662	-0.7008939453	0.0001	-1.098101273	0.0004285714286	True	surface
Rhizosphere-Surface	root_adjacent	surface	Luedemannella	Actinomycetota	60	182	-1.083840963	-1.627597424	-0.5411938412	0.0008	-1.083840963	0.002526315789	True	surface
Rhizosphere-Surface	root_adjacent	surface	Conexibacter	Actinomycetota	60	182	-1.07034977	-1.44110721	-0.6694133986	0.0001	-1.07034977	0.0004285714286	True	surface
Rhizosphere-Surface	root_adjacent	surface	Mangrovihabitans	Actinomycetota	60	182	-1.064100035	-1.573930184	-0.5521371437	0.0003	-1.064100035	0.001118012422	True	surface
Rhizosphere-Surface	root_adjacent	surface	Kallotenue	Chloroflexota	60	182	-0.9743401373	-1.406839082	-0.5468761168	0.0001	-0.9743401373	0.0004285714286	True	surface
Rhizosphere-Surface	root_adjacent	surface	Nitrolancea	Chloroflexota	60	182	-0.9735211523	-1.325506354	-0.6226933289	0.0001	-0.9735211523	0.0004285714286	True	surface
Rhizosphere-Surface	root_adjacent	surface	CSP1-2	Dadabacteria	60	182	-0.9399610081	-1.293369146	-0.5332375979	0.0002	-0.9399610081	0.0007947019868	True	surface
Rhizosphere-Surface	root_adjacent	surface	Thermosipho	Thermotogota	60	182	-0.887423755	-1.382702396	-0.3882221689	0.0012	-0.887423755	0.003673469388	True	surface
Rhizosphere-Surface	root_adjacent	surface	Corynebacterium	Actinomycetota	60	182	-0.8789816596	-1.469790623	-0.26982566	0.0065	-0.8789816596	0.01572580645	True	surface
Rhizosphere-Surface	root_adjacent	surface	Sporocytophaga	Bacteroidota	60	182	-0.8636463345	-1.377350217	-0.3620749033	0.0013	-0.8636463345	0.003880597015	True	surface
Rhizosphere-Surface	root_adjacent	surface	Fictibacillus	Bacillota	60	182	-0.8224860218	-1.250286358	-0.3932217927	0.0007	-0.8224860218	0.002245989305	True	surface
Rhizosphere-Surface	root_adjacent	surface	Lautropia	Pseudomonadota	60	182	-0.820443467	-1.199493802	-0.3924222187	0.0005	-0.820443467	0.001724137931	True	surface
Rhizosphere-Surface	root_adjacent	surface	Herpetosiphon	Chloroflexota	60	182	-0.8166321507	-1.135745838	-0.4768860519	0.0001	-0.8166321507	0.0004285714286	True	surface
Rhizosphere-Surface	root_adjacent	surface	Caldilinea	Chloroflexota	60	182	-0.8038734924	-1.237675115	-0.3262738724	0.0006	-0.8038734924	0.001978021978	True	surface
Rhizosphere-Surface	root_adjacent	surface	PMMR1	Pseudomonadota	60	182	-0.7945192568	-1.204965764	-0.3419526556	0.0005	-0.7945192568	0.001724137931	True	surface
Rhizosphere-Surface	root_adjacent	surface	Acidibacter	Pseudomonadota	60	182	-0.7800680521	-1.17482539	-0.3803577494	0.0002	-0.7800680521	0.0007947019868	True	surface
Rhizosphere-Surface	root_adjacent	surface	Marmoricola	Actinomycetota	60	182	-0.77586113	-1.136996312	-0.3913127005	0.0003	-0.77586113	0.001118012422	True	surface
Rhizosphere-Surface	root_adjacent	surface	Kineococcus	Actinomycetota	60	182	-0.762246472	-1.207085854	-0.3334782019	0.0015	-0.762246472	0.004368932039	True	surface
Rhizosphere-Surface	root_adjacent	surface	Phaselicystis	Myxococcota	60	182	-0.7606939628	-1.141961983	-0.3618053756	0.0006	-0.7606939628	0.001978021978	True	surface
Rhizosphere-Surface	root_adjacent	surface	Solirubrobacter	Actinomycetota	60	182	-0.7537707607	-1.107186551	-0.3607510149	0.0003	-0.7537707607	0.001118012422	True	surface
Rhizosphere-Surface	root_adjacent	surface	Aridibacter	Acidobacteriota	60	182	-0.7318375381	-1.177737729	-0.2747685271	0.0032	-0.7318375381	0.008311688312	True	surface
